Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Cold_Thermos,Dirt_Fecal,First_Urine_Day,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,8OHdG_Result,tblAnalysis_8-OHdG.CV,tblAnalysis_8-OHdG.Status,TAC_Result,tblAnalysis_TAC.CV,tblAnalysis_TAC.Status,Neopterin_Result,tblAnalysis_Neopterin.CV,tblAnalysis_Neopterin.Status,Cortisol_Result,tblAnalysis_Cortisol.CV,tblAnalysis_Cortisol.Status
1558,9306,2-Nov-17,Tono,5:08:00 AM,TRUE,FALSE,TRUE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,394.931,25.5,rerun,,,
1559,9308,3-Nov-17,Idun,5:24:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,277.259,2.5,ok,,,
1560,9316,6-Nov-17,Idun,4:58:00 AM,TRUE,TRUE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,rerun,17.375,0.4,ok,337.864,8.3,ok,,,
1561,9320,7-Nov-17,Tono,4:50:00 AM,TRUE,FALSE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,rerun,16.782,1.8,ok,388.109,2.7,ok,,,
1562,9321,8-Nov-17,Abuk,4:57:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,289.363,4.6,ok,,,
1563,9327,12-Nov-17,Isman,5:12:00 AM,TRUE,FALSE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,281.557,7.1,ok,,,
1564,9329,12-Nov-17,Suwi,5:15:00 AM,TRUE,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,rerun,20.623,0.3,rerun,1875.06,9.5,ok,,,
1565,9238,12-Nov-17,Idun,5:04:00 AM,TRUE,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,316.94,4.4,ok,,,
1566,9333,13-Nov-17,Abuk,4:52:00 AM,TRUE,FALSE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,8.99,0.3,ok,3.204,0.4,ok,115.309,22.9,rerun,,,
1567,9336,14-Nov-17,Suwi,4:44:00 AM,TRUE,TRUE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,5.007,1.5,ok,8.546,1,ok,158.965,3.3,ok,,,
1568,9338,14-Nov-17,Tono,4:52:00 AM,TRUE,TRUE,TRUE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,431.183,7.6,ok,,,
1569,9339,15-Nov-17,Tono,5:00:00 AM,TRUE,TRUE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,9.361,1.4,ok,7.233,2.1,ok,108.268,10.6,ok,,,
1570,9341,15-Nov-17,Suwi,11:46:00 AM,TRUE,FALSE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
1571,9342,16-Nov-17,Suwi,5:06:00 AM,TRUE,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,13.6,2.5,ok,8.121,0.3,ok,,,,,,
1572,9344,16-Nov-17,Abuk,10:48:00 AM,TRUE,FALSE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
1573,9349,19-Nov-17,Abuk,5:59:00 AM,TRUE,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
1574,9351,20-Nov-17,Idun,5:29:00 AM,TRUE,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
1575,9352,20-Nov-17,Suwi,5:01:00 AM,TRUE,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,7.85,4.2,ok,2.993,1,ok,,,,,,
1576,9362,23-Nov-17,Abuk,5:02:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,18.749,4.1,ok,9.253,1.3,ok,582.589,2.4,ok,,,
1577,9361,23-Nov-17,Suwi,5:01:00 AM,TRUE,FALSE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,9.265,2.2,ok,11.388,0.6,ok,408.019,2.9,ok,,,
1578,9364,24-Nov-17,Conor,5:05:00 AM,TRUE,TRUE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,11.774,2.6,ok,7.706,1.2,ok,314.124,14.7,ok,,,
1579,9365,24-Nov-17,Idun,4:58:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,16.704,3.3,ok,10.053,0.1,ok,,,,,,
1580,9368,25-Nov-17,Abuk,4:58:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,14.964,2.6,ok,7.964,1.5,ok,283.67,8.3,ok,,,
1581,9373,26-Nov-17,Suwi,5:00:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,314.953,13.4,ok,,,
1582,9381,30-Nov-17,Tono,5:34:00 AM,TRUE,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,169.211,0.5,ok,,,
1583,9390,3-Dec-17,Idun,5:28:00 AM,TRUE,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,190.486,6.5,ok,,,
1584,9411,8-Dec-17,Isman,5:18:00 AM,TRUE,FALSE,FALSE,1.044,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,2268.2,3,ok,,,
1585,9410,8-Dec-17,Abuk,5:13:00 AM,TRUE,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,88.159,3.8,ok,,,
1586,9413,8-Dec-17,Suwi,10:13:00 AM,TRUE,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,16.329,4.6,ok,7.262,0.9,ok,403.877,2.4,ok,,,
1587,9414,9-Dec-17,Conor,6:04:00 AM,TRUE,TRUE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,19.113,4,ok,13.094,0.8,ok,897.482,10.9,ok,,,
1588,9416,9-Dec-17,Abuk,6:04:00 AM,TRUE,FALSE,TRUE,1.046,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,40.419,2.3,ok,19.85,0.4,ok,781.967,12.3,ok,,,
1589,9425,13-Dec-17,Isman,4:39:00 AM,TRUE,TRUE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,9.825,4.6,ok,6.845,0.6,ok,224.526,0.7,ok,16606.884,12.9,ok
1590,9426,14-Dec-17,Isman,5:17:00 AM,TRUE,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,3.646,5.9,ok,2.889,0.5,ok,74.923,0.5,ok,19581.589,6.2,ok
1591,9428,14-Dec-17,Suwi,8:55:00 AM,TRUE,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,3.481,4.7,ok,3.471,0.3,ok,76.01,9.6,ok,6249.02,25.2,rerun
1592,9430,15-Dec-17,Idun,5:07:00 AM,TRUE,TRUE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,4.807,1.7,ok,1.939,1.4,ok,,,,,,
1593,9431,15-Dec-17,"Abuk, Alysse",4:27:00 AM,TRUE,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,6.258,1.3,ok,3.933,1.1,ok,95.107,2.1,ok,3415.016,38.3,rerun
1594,9432,15-Dec-17,Tono,4:57:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,248.743,6.1,ok,,,
1595,9433,16-Dec-17,Idun,5:54:00 AM,TRUE,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,3.666,2.4,ok,6.06,1.1,ok,57.965,0.1,ok,12938.514,8,ok
1596,9439,17-Dec-17,Idun,5:07:00 AM,TRUE,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,81.269,9.6,ok,18091.945,9.7,ok
1597,9442,18-Dec-17,Isman,4:58:00 AM,TRUE,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,150.841,9.2,ok,,,
1598,9450,21-Dec-17,Isman,4:35:00 AM,TRUE,FALSE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,884.53,15.4,rerun,,,
1599,9452,22-Dec-17,Isman,9:15:00 AM,TRUE,TRUE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,423.71,0.4,ok,,,
1600,9453,22-Dec-17,Abuk,5:11:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
1601,9456,23-Dec-17,Abuk,4:58:00 AM,TRUE,FALSE,TRUE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,251.087,28,ok,,,
1602,9457,23-Dec-17,Suwi,5:14:00 AM,TRUE,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,488.427,10.5,ok,,,
1603,9458,24-Dec-17,Suwi,5:28:00 PM,TRUE,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,325.727,1.8,ok,,,
1604,9459,24-Dec-17,Idun,9:36:00 AM,TRUE,FALSE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,2182.286,5.6,ok,,,
1605,9460,25-Dec-17,Abuk,10:04:00 AM,TRUE,TRUE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,1065.997,2.6,ok,,,
1606,9462,20-Dec-17,Idun,9:57:00 AM,TRUE,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,156.965,4.9,ok,,,
1607,9461,26-Dec-17,Tono,5:14:00 AM,TRUE,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,276.854,13,ok,,,
1608,9465,27-Dec-17,Tono,5:05:00 AM,TRUE,TRUE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,134.452,4.8,ok,,,
1609,9464,27-Dec-17,Suwi,5:17:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,715.486,5.2,ok,,,
1610,9468,28-Dec-17,Suwi,5:41:00 AM,TRUE,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,196.469,9.7,ok,,,
1611,9469,28-Dec-17,Abuk,5:08:00 AM,TRUE,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,120.773,5.3,ok,,,
1612,9481,7-Jan-18,Kerry,5:18:00 AM,TRUE,FALSE,TRUE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,597.65,2.4,ok,,,
1613,9486,8-Jan-18,Idun,5:09:00 AM,TRUE,FALSE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,217.762,2.5,ok,,,
1614,9497,11-Jan-18,Conor,5:23:00 AM,TRUE,TRUE,TRUE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,25.982,2.4,ok,12.169,2.1,ok,408.786,3.5,ok,,,
1615,9502,12-Jan-18,Ellie,5:58:00 AM,TRUE,TRUE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,8.303,7.3,ok,6.922,2.1,ok,179.77,8,ok,,,
1616,9501,12-Jan-18,Isman,4:57:00 AM,TRUE,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),,,,,,,212.247,8.1,ok,,,
1617,9504,13-Jan-18,Tono,4:57:00 AM,TRUE,FALSE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,7.656,2.9,ok,6.201,0.7,ok,206.963,2,ok,,,
1618,9507,14-Jan-18,Idun,5:18:00 AM,TRUE,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,2.947,1.1,ok,2.535,2.4,ok,88.02,7.6,ok,,,
1619,9509,14-Jan-18,Abuk,5:52:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,462.015,11.5,ok,,,
1620,9512,15-Jan-18,Isman,4:57:00 AM,TRUE,FALSE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,256.689,5.5,ok,,,
1621,9514,16-Jan-18,Suwi,5:47:00 AM,TRUE,FALSE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,134.692,11.3,ok,,,
1622,9519,18-Jan-18,Suwi,5:16:00 AM,TRUE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),12.587,3.6,ok,8.724,0.7,ok,347.866,3.6,ok,,,
1623,9527,21-Jan-18,Isman,5:14:00 AM,TRUE,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,189.789,3.7,ok,,,
1624,9531,22-Jan-18,Suwi,6:17:00 AM,TRUE,TRUE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
1625,9536,23-Jan-18,Idun,5:32:00 AM,TRUE,FALSE,TRUE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,10.749,1.7,ok,7.174,1.7,ok,227.529,3.8,ok,,,
1626,9535,23-Jan-18,Isman,5:33:00 AM,TRUE,FALSE,TRUE,1.05,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,2623.834,10.6,ok,,,
1627,9539,24-Jan-18,Tono,5:20:00 AM,TRUE,FALSE,TRUE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
1628,9537,24-Jan-18,Ellie,5:22:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,12.086,0.6,ok,7.643,1,ok,149.331,1.9,ok,,,
1629,9543,26-Jan-18,Idun,5:33:00 AM,TRUE,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),25.582,0.7,ok,12.191,2.1,ok,548.16,10.1,ok,,,
1630,9544,26-Jan-18,Suwi,5:20:00 AM,TRUE,FALSE,TRUE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,841.603,1.2,ok,,,
1631,9547,27-Jan-18,Suwi,5:21:00 AM,TRUE,FALSE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,1173.179,4.6,ok,,,
1632,9548,27-Jan-18,Abuk,5:20:00 AM,TRUE,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,612.569,0.6,ok,,,
1633,9550,28-Jan-18,Abuk,5:23:00 AM,TRUE,FALSE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,268.908,8.8,ok,,,
1634,9552,29-Jan-18,Rahmadt,5:17:00 AM,TRUE,FALSE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,220.962,11.8,ok,,,
1635,9557,31-Jan-18,Rahmatd,5:37:00 AM,TRUE,FALSE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,533.617,3.2,ok,,,
1636,9558,31-Jan-18,Suwi,5:26:00 AM,TRUE,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,8.966,2.3,ok,5.379,0.7,ok,239.166,1.3,ok,,,
1637,9560,1-Feb-18,Abuk,5:14:00 AM,TRUE,FALSE,TRUE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,310.678,13,ok,,,
1638,9561,1-Feb-18,Abuk,4:42:00 AM,TRUE,TRUE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,,,,,362.683,0.9,ok,,,
1639,9564,2-Feb-18,Suwi,6:23:00 AM,TRUE,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,321.101,0.9,ok,,,
1640,9567,5-Feb-18,Alysse,9:52:00 AM,TRUE,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,7.197,4.5,ok,3.184,0.5,ok,169.894,1.1,ok,,,
1641,9569,5-Feb-18,Suwi,2:22:00 PM,FALSE,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
1642,9595,6-Feb-18,Tono,5:52:00 AM,TRUE,FALSE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,1097.358,3.1,ok,,,
1643,9575,8-Feb-18,Isman,9:59:00 AM,TRUE,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,185.16,4.3,ok,58386.51,3.9,ok
1644,9581,20-Feb-18,Idun,4:39:00 AM,TRUE,TRUE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,10.61,3.7,ok,8.509,1.1,ok,900.417,7.4,ok,40870.953,3.9,ok
1645,9589,12-Feb-18,Idun,5:25:00 AM,TRUE,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,146.737,2.5,ok,,,
1646,9590,12-Feb-18,Isman,5:44:00 AM,TRUE,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,433.868,9.6,ok,,,
1647,9592,13-Feb-18,Isman,4:58:00 AM,TRUE,FALSE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,245.299,7,ok,,,
1648,9597,15-Feb-18,Tono,6:12:00 AM,TRUE,TRUE,TRUE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,651.728,3.9,ok,,,
1649,9603,16-Feb-18,Suwi,5:15:00 AM,TRUE,TRUE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,238.589,9.6,ok,,,
1650,9599,16-Feb-18,Abuk,6:03:00 AM,TRUE,TRUE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,111.646,0.4,ok,,,
1651,9606,17-Feb-18,Rahmatd,5:00:00 AM,TRUE,TRUE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,15.547,3.4,ok,6.207,1.3,ok,279.631,2.1,ok,,,
1652,9604,17-Feb-18,Idun,5:38:00 AM,TRUE,TRUE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,146.492,7.4,ok,,,
1653,9610,18-Feb-18,Suwi,5:27:00 AM,TRUE,TRUE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,22.478,0.2,ok,13.019,1.1,ok,542.175,14.3,ok,,,
1654,9614,19-Feb-18,Abuk,5:11:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,9.363,2.2,ok,6.667,0,ok,280.185,2.7,ok,,,
1655,9618,21-Feb-18,Ellie,4:59:00 AM,TRUE,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,4.167,4.9,ok,1.497,1.1,ok,108.858,13.9,ok,,,
1656,9621,22-Feb-18,Ellie,4:22:00 AM,TRUE,TRUE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,6.512,0.4,ok,1.684,3.4,ok,174.566,14.9,ok,,,
1657,9623,22-Feb-18,Isman,12:05:00 PM,TRUE,FALSE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,260.534,0.8,ok,,,
1658,9628,24-Feb-18,Idun,1:04:00 PM,TRUE,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,328.779,5.2,ok,,,
1659,9629,25-Feb-18,Abuk,1:58:00 PM,TRUE,FALSE,FALSE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,549.048,4.1,ok,,,
1660,9635,27-Feb-18,"Conor, Ellie",5:25:00 AM,TRUE,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),2.962,0.7,ok,1.258,2.2,ok,71.096,7.5,ok,,,
1661,9636,27-Feb-18,Idun,5:18:00 AM,TRUE,TRUE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,833.723,7.4,ok,43283.684,7.1,ok
1662,9640,28-Feb-18,Tono,5:41:00 AM,TRUE,FALSE,TRUE,1.008,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),2.987,0.8,ok,2.375,0.9,ok,161.779,13,ok,,,
1663,9638,28-Feb-18,Suwi,5:20:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,601.505,0.2,ok,,,
1664,9644,3-Mar-18,Abuk,5:34:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,406.154,1,ok,,,
1665,9646,4-Mar-18,Abuk,4:55:00 AM,TRUE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,443.822,2.3,ok,,,
1666,9650,7-Mar-18,Isman,6:48:00 AM,TRUE,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,183.206,10.9,ok,,,
1667,9655,8-Mar-18,Isman,5:21:00 AM,TRUE,FALSE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,4.381,1.5,ok,1.675,7.5,ok,111.544,8.7,ok,,,
1668,9657,9-Mar-18,Idun,5:22:00 AM,TRUE,TRUE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,7.304,0.8,ok,2.213,2.3,ok,155.254,2.7,ok,,,
1669,9659,9-Mar-18,Abuk,5:26:00 AM,TRUE,FALSE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,442.919,5.6,ok,,,
1670,9662,11-Mar-18,Caroline,5:20:00 AM,TRUE,FALSE,TRUE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
1671,9664,12-Mar-18,Isman,5:09:00 AM,TRUE,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,314.011,2.1,ok,42545.06,16.7,ok
1672,9667,13-Mar-18,Tono,5:46:00 AM,TRUE,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,7.381,4.2,ok,4.895,0.9,ok,,,,,,
1673,9674,15-Mar-18,Isman,5:14:00 AM,TRUE,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,324.501,0.1,ok,,,
1674,9676,16-Mar-18,Abuk,11:46:00 AM,TRUE,TRUE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
1675,9679,17-Mar-18,Idun,5:23:00 AM,TRUE,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),10.233,0.7,ok,3.826,3,ok,431.305,2.6,ok,,,
1676,9678,17-Mar-18,Suwi,5:36:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,805.001,2.7,ok,,,
1677,9680,18-Mar-18,Idun,11:16:00 AM,TRUE,FALSE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
1678,9682,19-Mar-18,Isman,5:09:00 AM,TRUE,FALSE,FALSE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,723.392,8.5,ok,,,
1679,9684,20-Mar-18,Abuk,5:04:00 AM,TRUE,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,498.311,2.3,ok,,,
1680,9689,21-Mar-18,Isman,5:12:00 AM,TRUE,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,rerun,4.136,1.5,ok,291.82,1.5,ok,,,
1681,9694,22-Mar-18,Tono,5:21:00 AM,TRUE,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,775.505,1.6,ok,,,
1682,9692,22-Mar-18,Isman,9:35:00 AM,TRUE,FALSE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,189.087,7.4,ok,,,
1683,9695,23-Mar-18,Abuk,6:44:00 AM,TRUE,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,85.36,1.6,ok,,,
1684,9698,25-Mar-18,Abuk,11:19:00 AM,TRUE,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
1685,9700,26-Mar-18,Idun,5:46:00 AM,TRUE,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.865,11.4,ok,1.347,7.3,ok,166.981,2.6,ok,,,
1686,9706,29-Mar-18,Abuk,5:48:00 AM,TRUE,TRUE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,460.798,1.3,ok,,,
1687,9710,31-Mar-18,Isman,4:32:00 AM,TRUE,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,8.58,6.4,ok,4.552,0.1,ok,628.442,7.9,ok,,,
1688,9712,1-Apr-18,Idun,5:59:00 AM,TRUE,TRUE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,rerun,2.297,0.7,ok,187.358,1.7,ok,,,
1689,9715,2-Apr-18,Idun,4:47:00 AM,TRUE,FALSE,TRUE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,4.392,1,ok,1.518,1.4,ok,168.479,2.2,ok,,,
1690,9713,2-Apr-18,Abuk,8:19:00 AM,TRUE,FALSE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,22.747,9.3,ok,,,
1691,9717,3-Apr-18,Isman,10:06:00 AM,TRUE,FALSE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,283.309,6.4,ok,,,
1692,9721,4-Apr-18,Tono,5:03:00 AM,TRUE,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,rerun,1.348,0.1,ok,99.108,3.7,ok,,,
