Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Cold_Thermos,Dirt_Fecal,First_Urine_Day,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,8OHdG_Result,tblAnalysis_8-OHdG.CV,tblAnalysis_8-OHdG.Status,TAC_Result,tblAnalysis_TAC.CV,tblAnalysis_TAC.Status,Neopterin_Result,tblAnalysis_Neopterin.CV,tblAnalysis_Neopterin.Status,Cortisol_Result,tblAnalysis_Cortisol.CV,tblAnalysis_Cortisol.Status
675,6480,11-Aug-14,Idun,4:52:00 AM,TRUE,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,26.695,0.6,ok,,,,263.523,6.4,ok,40436.61,12.7,ok
674,6476,10-Aug-14,Alysse,11:09:00 AM,FALSE,FALSE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,7796.769,1.2,ok
673,6471,8-Aug-14,Alysse,1:59:00 PM,FALSE,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,1009.158,2.1,ok,61781.948,26.8,rerun
672,6471,8-Aug-14,Abuk,5:32:00 AM,FALSE,FALSE,TRUE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,9.52,1.5,ok,,,,421.156,1.7,ok,64602.15,13.3,ok
671,6469,7-Aug-14,Abuk,5:12:00 AM,TRUE,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,3.236,3.9,ok,3.128,0.7,ok,455.416,3.6,ok,45290.06,6.2,ok
670,6467,6-Aug-14,Alysse,10:15:00 AM,TRUE,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,112776.2,1.9,ok
669,6463,4-Aug-14,Sonja,5:15:00 AM,FALSE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,9.082,0.3,ok,2.552,1.7,ok,216.957,5.3,ok,27070.9,13.7,ok
668,6461,3-Aug-14,Yann,5:00:00 AM,TRUE,FALSE,TRUE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,12.078,4.2,ok,,,,334.369,6,ok,84005.417,13.2,ok
667,6441,24-Jul-14,Anuk,7:38:00 AM,TRUE,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,,,,,602.728,7.1,ok,,,
666,6438,23-Jul-14,Alysse,2:42:00 PM,TRUE,TRUE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
664,6437,23-Jul-14,Wilhelm,5:26:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,10.286,12,ok,,,,4013.555,6.8,rerun,4405531,0,rerun
663,6433,22-Jul-14,Alysse,6:34:00 AM,TRUE,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,,,,,,,,,,
662,6432,22-Jul-14,Alysse,10:21:00 AM,FALSE,FALSE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,8.601,6.6,ok,,,,4224.443,20.5,rerun,,,
661,6434,22-Jul-14,Idun,5:28:00 AM,TRUE,FALSE,TRUE,1.05,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,152.541,3.6,ok,,,,1681.211,2.5,ok,,,
660,6430,21-Jul-14,Suwi,5:36:00 AM,TRUE,FALSE,TRUE,1.052,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),44.523,8.2,ok,,,,1170.47,5.6,ok,454012.4,2.3,ok
659,6429,21-Jul-14,Anna,5:28:00 AM,TRUE,FALSE,TRUE,1.048,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,40.417,0.2,ok,,,,1427.843,2.2,ok,RANGE,range,rerun
658,6427,21-Jul-14,Yann,8:44:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,836.072,1.6,ok,,,
657,6428,21-Jul-14,Alysse,6:03:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),7.264,2.8,ok,,,,551.063,7.5,ok,,,
656,6422,20-Jul-14,Suwi,5:52:00 AM,TRUE,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,3323.833,10.2,rerun,RANGE,range,rerun
655,6420,19-Jul-14,Alysse,12:22:00 PM,TRUE,FALSE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
654,6418,19-Jul-14,Wilhelm,7:23:00 AM,FALSE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,8.96,0.1,ok,,,,5169.442,13.9,rerun,2189364,6.3,ok
653,6414,18-Jul-14,Tono,8:50:00 AM,TRUE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,4188.302,4.5,rerun,,,
652,6411,17-Jul-14,Abuk,6:38:00 AM,TRUE,FALSE,FALSE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,355.45,1.8,ok,,,
651,6409,17-Jul-14,Rahmatd,8:38:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,14.219,1.3,ok,,,,1925.948,5.9,ok,,,
650,6406,16-Jul-14,Julia,5:28:00 AM,TRUE,TRUE,TRUE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,19.473,5.9,ok,,,,986.523,9.3,ok,137426,9.5,ok
649,6405,16-Jul-14,Alysse,2:08:00 PM,TRUE,FALSE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,1679.114,1.8,ok,,,
648,6405,16-Jul-14,Alysse,10:14:00 AM,TRUE,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,3.976,2,ok,1455.233,15.2,ok,RANGE,range,rerun
494,5835,26-Oct-13,Paige,4:55:00 AM,TRUE,TRUE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
495,5835,26-Oct-13,Paige,1:30:00 PM,TRUE,FALSE,FALSE,,,,independent immature (older juvs),,,,,,,,,,,,
496,5839,27-Oct-13,Idun,11:29:00 AM,FALSE,FALSE,FALSE,1.067,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,36.401,0.4,ok,12.061,2.4,ok,485.105,5.2,ok,45302.39,3.5,ok
497,5842,28-Oct-13,Abuk,4:50:00 AM,TRUE,TRUE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,11.521,1,ok,,,,916.286,7,ok,14656.288,7.4,ok
498,N/A,30-Oct-13,Paige,5:20:00 AM,TRUE,TRUE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,37.21,3.4,ok,,,,234.883,8.7,ok,,,
499,5850,30-Oct-13,Paige,6:15:00 AM,TRUE,FALSE,TRUE,1.051,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
500,5856,1-Nov-13,Abuk,7:59:00 AM,TRUE,TRUE,FALSE,1.062,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,388.562,4.9,ok,4172.636,13.6,ok
485,5789,4-Oct-13,Anna,7:16:00 AM,FALSE,TRUE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,584.318,5.5,ok,16078.982,6.2,ok
486,5796,7-Oct-13,Abuk,4:52:00 AM,TRUE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,9.296,2,ok,,,,176.085,13.7,ok,33347.888,5.7,ok
487,5801,9-Oct-13,Idun,4:54:00 AM,TRUE,TRUE,TRUE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,433145,1.2,ok
488,5808,11-Oct-13,Abuk,11:43:00 AM,TRUE,TRUE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
489,5809,12-Oct-13,Paige,1:19:00 PM,FALSE,TRUE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
490,5811,14-Oct-13,Paige,7:33:00 AM,TRUE,TRUE,FALSE,1.061,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
491,5812,15-Oct-13,Paige,7:44:00 AM,TRUE,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,112502.7533,15.27581942,ok
492,5817,19-Oct-13,Pak Rahmad,12:36:00 PM,FALSE,TRUE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,80098.32701,107.6089181,rerun
493,5821,21-Oct-13,Idun,5:16:00 AM,TRUE,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,12.454,9.8,ok,,,,317.672,3.1,ok,181047.1,10.5,ok
473,5740,12-Sep-13,Abuk,5:28:00 AM,TRUE,FALSE,TRUE,1.051,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,39.355,6.5,ok,,,,2643.904,0.9,ok,37408.633,11,ok
474,5742,13-Sep-13,Paige,5:18:00 AM,TRUE,TRUE,TRUE,1.056,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,95.124,2.8,ok,,,,3549.49,10.1,ok,312781,4.2,ok
475,5746,14-Sep-13,Abuk,5:48:00 AM,TRUE,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,30.806,5.3,ok,,,,587.371,1.7,ok,61822.594,7.5,ok
476,5747,15-Sep-13,Idun,9:28:00 AM,TRUE,FALSE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
477,5750,16-Sep-13,Abuk,5:56:00 AM,TRUE,TRUE,TRUE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,22.378,5.6,ok,,,,431.489,4.3,ok,56984.329,1.3,ok
478,5753,18-Sep-13,Idun,5:31:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,15.279,4.5,ok,,,,296.353,1.2,ok,58046.90113,2.02375101,ok
479,5755,19-Sep-13,Abuk,5:35:00 AM,TRUE,FALSE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,14.753,6.1,ok,,,,784.713,3.7,ok,58860.842,3.2,ok
480,5756,19-Sep-13,Idun,9:13:00 AM,FALSE,FALSE,FALSE,1.05,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
481,5758,20-Sep-13,Paige,5:24:00 AM,TRUE,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,17.239,0.7,ok,,,,345.785,4.8,ok,71633,0,ok
482,5770,26-Sep-13,Idun,5:24:00 AM,TRUE,TRUE,TRUE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,108770.9907,74.49942326,ok
483,5777,29-Sep-13,Abuk,4:52:00 AM,TRUE,TRUE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,40.125,1.4,ok,,,,186.263,9.5,ok,99339,2,ok
584,6233,16-May-14,Paige,4:55:00 AM,TRUE,TRUE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,4.112,14.2,ok,,,,143.138,4.6,ok,18506.41,4.3,ok
501,5861,3-Nov-13,Idun,6:04:00 AM,TRUE,FALSE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
517,5988,11-Jan-14,Abuk,5:26:00 AM,TRUE,FALSE,TRUE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,28.672,2.9,ok,,,,648.394,4.1,ok,38882.601,2.3,ok
518,6000,16-Jan-14,Idun,1:43:00 PM,TRUE,FALSE,FALSE,1.056,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,755.452,13.4,ok,374.692,0,rerun
519,6004,12-Jan-14,Anna,9:03:00 AM,FALSE,FALSE,FALSE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,75.887,0,ok,606.668,4.2,ok
520,6009,20-Jan-14,Idun,5:45:00 AM,TRUE,FALSE,TRUE,1.088,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,34771.574,7,ok
521,6008,20-Jan-14,Suwi,6:19:00 AM,TRUE,TRUE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,348.845,3,ok,1150.211,9.3,ok
522,6013,22-Jan-14,Idun,5:54:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,14.428,0.4,ok,,,,982.016,10.1,ok,RANGE,range,rerun
523,6030,14-Feb-14,Abuk,7:50:00 AM,TRUE,FALSE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,29.531,1.4,ok,,,,3282.514,0.6,ok,,,
524,6051,9-Mar-14,Wendy,5:31:00 AM,TRUE,TRUE,TRUE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.468,43.6,rerun,,,,134.574,3,ok,25464,3,ok
525,6054,12-Mar-14,Idun,8:17:00 AM,TRUE,FALSE,FALSE,1.008,,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,17722,2.3,ok
526,6055,13-Mar-14,Abuk,9:23:00 AM,TRUE,FALSE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,21425,9.4,ok
527,6057,14-Mar-14,Abuk,5:18:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,8.571,9.5,ok,,,,86.223,2.4,ok,36065,4.4,ok
528,6060,16-Mar-14,Wendy,4:44:00 AM,TRUE,FALSE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,10.375,0.7,ok,,,,364.512,11.6,ok,54648.778,5.8,ok
529,6060,16-Mar-14,Idun,5:27:00 AM,TRUE,FALSE,TRUE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,14582,0.960136762,ok
530,6064,17-Mar-14,Abuk,5:40:00 PM,TRUE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,17.642,8.1,ok,,,,372.183,1.2,ok,64696.36,7.2,ok
556,6142,16-Apr-14,Suwi,5:12:00 AM,TRUE,FALSE,TRUE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,5.388,2.8,ok,,,,320.8,5.1,ok,29196.18,7.1,ok
555,6139,14-Apr-14,Suwi,5:12:00 AM,FALSE,FALSE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,46495.9,2,ok
554,6137,13-Apr-14,Idun,12:22:00 PM,TRUE,FALSE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,50021.54,9.2,ok
553,6129,11-Apr-14,Suwi,4:59:00 AM,FALSE,FALSE,TRUE,1.048,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
552,6125,10-Apr-14,Tono,4:59:00 AM,TRUE,FALSE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,37.64,5,ok,,,,691.126,8.7,ok,133427.5,1.935928554,ok
551,6124,9-Apr-14,Wendy,5:11:00 AM,FALSE,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,118009,2.4,ok
550,6121,8-Apr-14,Wendy,11:55:00 AM,TRUE,FALSE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
549,6121,8-Apr-14,tono,9:32:00 AM,TRUE,FALSE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,215137,14.3,ok
548,6119,7-Apr-14,Wendy,10:48:00 AM,TRUE,FALSE,FALSE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,132142.5,2.545514848,ok
547,6117,7-Apr-14,Idun,5:26:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,9.611,2.4,ok,2.704,5.9,ok,322.941,1.3,ok,7437.115,14.5,ok
546,6116,6-Apr-14,Suwi,8:01:00 AM,TRUE,TRUE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,rerun,0.892,5.9,ok,53.089,7.6,ok,5412.069,12.5,ok
545,6111,5-Apr-14,Abuk,5:20:00 AM,TRUE,FALSE,TRUE,1.034,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),16.831,1.2,ok,,,,489.566,0.9,ok,49716.591,7.3,ok
544,6108,4-Apr-14,Suwi,5:18:00 AM,TRUE,FALSE,TRUE,1.046,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,40.779,6.3,ok,,,,3012.855,1.8,ok,93110.005,13,ok
543,6106,3-Apr-14,Abuk,5:29:00 AM,TRUE,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,33.643,2.7,ok,,,,994.717,9.8,ok,61648.937,1.4,ok
542,6102,1-Apr-14,Idun,5:11:00 AM,TRUE,FALSE,TRUE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,33.07,4.8,ok,,,,1508.799,2.1,ok,48392.841,9.5,ok
541,6098,31-Mar-14,Idun,5:08:00 AM,TRUE,FALSE,TRUE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,351.587,9.6,ok,35770,5.535082436,ok
540,6099,31-Mar-14,Abuk,5:20:00 AM,TRUE,FALSE,TRUE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,32.246,3.5,ok,,,,1870.632,1.3,ok,72915.585,3.2,ok
539,6094,30-Mar-14,Idun,5:05:00 AM,TRUE,FALSE,TRUE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,31.981,2.5,ok,,,,2056.952,7.8,ok,142438,5.390250797,ok
538,6096,30-Mar-14,Suwi,5:20:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),12.625,4.3,ok,,,,835.616,0.5,ok,38597.338,2.5,ok
537,6095,30-Mar-14,Suwi,5:30:00 AM,FALSE,TRUE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,9.152,3.4,ok,,,,399.494,1,ok,45198.255,2,ok
536,6091,29-Mar-14,Rahmadt,5:01:00 AM,TRUE,FALSE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,20.658,3.7,ok,,,,2675.882,2.6,ok,131323,6.159851341,ok
535,6092,29-Mar-14,Abuk,9:36:00 AM,TRUE,FALSE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,1212.698,3.5,ok,,,
534,6089,28-Mar-14,Suwi,5:20:00 AM,TRUE,FALSE,TRUE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,23.965,4.7,ok,,,,2213.425,5.7,ok,123472.5,1.338361617,ok
533,6088,27-Mar-14,Abuk,7:30:00 AM,TRUE,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,11.422,9.4,ok,,,,728.901,5.8,ok,48673.5,2.293900392,ok
532,6075,24-Mar-14,Idun,5:18:00 AM,TRUE,FALSE,TRUE,1.008,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,168.907,1.5,ok,15640.498,0.7,ok
531,6076,24-Mar-14,Abuk,5:04:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,12.042,9.6,ok,,,,502.41,2.7,ok,40619.347,4.1,ok
630,6333,27-Jun-14,Abuk,12:03:00 PM,TRUE,FALSE,FALSE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,316.795,3.1,ok,26425.374,0.1,ok
629,6330,26-Jun-14,Abuk,5:34:00 AM,TRUE,FALSE,TRUE,1.055,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,72.621,10.2,ok,,,,3044.285,4.5,ok,205343.5,12,ok
628,6325,23-Jun-14,Rahmatd,5:57:00 AM,TRUE,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,6.676,0.3,ok,,,,348.538,1.9,ok,19647.3,15.4,ok
627,6327,25-Jun-14,Abuk,5:40:00 AM,TRUE,FALSE,TRUE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,27.793,0.2,ok,,,,533.696,5.5,ok,68499.1,5.1,ok
626,6322,18-Jun-14,Rahmatd,5:24:00 AM,TRUE,FALSE,TRUE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,10.714,1.8,ok,,,,518.765,14.1,ok,16753.54,3.5,ok
625,6321,18-Jun-14,Idun,,TRUE,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,22.269,3.1,ok,,,,331.514,13.7,ok,115487,1.8,ok
624,6317,16-Jun-14,Idun,4:30:00 AM,TRUE,FALSE,TRUE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.786,6.4,ok,,,,854.514,3.1,ok,19699.74,10.9,ok
623,6315,16-Jun-14,Abuk,5:20:00 AM,TRUE,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,8.628,2.2,ok,,,,1065.364,0.6,ok,30820.65,4.1,ok
622,6314,16-Jun-14,Suwi,5:15:00 AM,FALSE,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,3.982,9.1,ok,,,,620.229,2.7,ok,8787.77,2.5,ok
621,6310,15-Jun-14,Tono,5:35:00 AM,TRUE,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,7.711,3.4,ok,,,,919.328,4.5,ok,18947.44,0.4,ok
620,6312,15-Jun-14,Idun,5:35:00 AM,TRUE,FALSE,TRUE,1.008,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),2.18,2.7,ok,,,,319.204,2.1,ok,37799.14,2.5,ok
619,6313,15-Jun-14,Abuk,2:52:00 PM,TRUE,FALSE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,30228.62,18.7,ok
618,6307,14-Jun-14,Rahmatd,5:19:00 AM,TRUE,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
617,6305,13-Jun-14,Abuk,6:02:00 AM,TRUE,FALSE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
617.5,6306,13-Jun-14,Yann,11:36:00 AM,FALSE,FALSE,FALSE,,,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
616,6303,12-Jun-14,Wilhelm,5:33:00 AM,FALSE,TRUE,TRUE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
615,6304,12-Jun-14,Idun,6:52:00 AM,TRUE,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
614,6302,11-Jun-14,Tono,8:20:00 AM,TRUE,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
613,6296,3-Jun-14,Idun,5:23:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
612,6290,1-Jun-14,Idun,5:36:00 AM,TRUE,TRUE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
611,6289,31-May-14,Wilhelm,5:11:00 AM,TRUE,FALSE,TRUE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
610,6287,30-May-14,Wilhelm,3:30:00 PM,FALSE,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
609,6286,30-May-14,Abuk,5:13:00 AM,TRUE,FALSE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
608,6285,28-May-14,Idun,11:00:00 AM,TRUE,FALSE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
607,6284,28-May-14,Yann,4:42:00 AM,TRUE,TRUE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
502,5891,14-Nov-13,Paige,5:16:00 AM,TRUE,TRUE,TRUE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,31.517,2.9,ok,,,,872.646,15.8,ok,50547.166,2.3,ok
503,,18-Nov-13,Abuk,8:04:00 AM,TRUE,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,4.106,11.2,ok,,,,146.816,6.7,ok,10017.133,0.1,ok
504,5914,30-Nov-13,Abuk,7:08:00 AM,TRUE,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,2188.616,38,rerun
505,5923,5-Dec-13,Idun,5:09:00 AM,TRUE,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,6.627,7,ok,,,,60.05,10,ok,3559.249,12.4,ok
506,5936,15-Dec-13,Abuk,5:02:00 AM,TRUE,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,9.762,1.6,ok,,,,87.124,1.5,ok,751.57,13.8,ok
507,,16-Dec-13,Idun,4:51:00 AM,TRUE,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),7.7,3.1,ok,,,,242.839,5,ok,8367.838,12.6,ok
508,5942,17-Dec-13,Idun,5:10:00 AM,TRUE,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,18.253,5.2,ok,,,,209.158,1.6,ok,1326.484,0,ok
509,,19-Dec-13,Idun,5:13:00 AM,FALSE,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),13.62,0.9,ok,,,,353.964,0.6,ok,433.012,14.7,ok
510,5949,23-Dec-13,Idun,6:01:00 AM,TRUE,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,26.557,7.8,ok,,,,720.307,4.7,ok,31258.635,10.8,ok
511,5955,25-Dec-13,Idun,7:50:00 AM,FALSE,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,173.691,14.8,ok,1620.107,1,ok
512,5955,25-Dec-13,Anna,6:59:00 AM,FALSE,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,56.283,8,ok,1696.852,0,rerun
