"follow_number","date","year","month","day","name_focal","class_focal","sex_focal","age_category","follow_type","length_active_period_min","ap_kcal","prev_day_ap_kcal","lipid_kcal","prev_day_lipid_kcal","tnc_kcal","prev_day_tnc_kcal","ndf_kcal_low","prev_day_ndf_kcal_low","total_kcal_using_ap_low_fermentation","prev_day_total_kcal_using_ap_low_fermentation","total_kcal_npe_low_fermentation","prev_day_total_kcal_npe_low_fermentation","npe_to_ap","lipid_to_ap","lipid_to_tnc","lipid_to_ndf_low","tnc_to_ap","tnc_to_ndf_low","ap_to_ndf_low","percent_ap","percent_lipid","percent_ndf_low","percent_tnc","fai","hi_low_quartile","fruit_category_quartiles"  
4460,2011-04-14,2011,4,14,"Gismo","adult_unflanged_male","male","adult","N-N",688,433.589088338555,160.283187969315,2490.3757940841,728.855490846103,4423.54486314613,2031.16365998031,707.179137902823,330.951042698795,8054.6888834716,3251.25338149452,7621.09979513305,3090.97019352521,17.576779490314,5.74363115000616,0.562981923125085,3.52156286944414,10.2021590997515,6.255197058364,0.613124829480104,5.38306438164594,30.9183362649103,8.77972008768668,54.9188792657571,1.801801802,"low","low"
4572,2011-08-14,2011,8,14,"Gismo","adult_unflanged_male","male","adult","N-N",688,483.537266489889,NA,204.81302388807,NA,5270.35588660116,NA,271.616096463425,NA,6230.32227344255,NA,5746.78500695266,NA,11.8848854167331,0.423572365734818,0.0388613270706759,0.754053336878174,10.8995857234747,19.4036949769317,1.78022316344938,7.76103137635467,3.2873584206247,4.3595834138664,84.5920267891542,5.269121813,"high","medium"
4856,2012-02-25,2012,2,25,"Gismo","adult_unflanged_male","male","adult","N-N",676,87.0457974877175,NA,131.75627540534,NA,1057.99330879239,NA,208.13447225175,NA,1484.9298539372,NA,1397.88405644948,NA,16.0591791539015,1.51364315346679,0.124534129195702,0.633034374267295,12.154444434169,5.08321998439879,0.41821903188834,5.86194676178953,8.87289558196953,14.0164514640132,71.2487061922277,6.019307212,"high","high"
5192,2012-08-29,2012,8,29,"Gismo","adult_unflanged_male","male","adult","N-N",704,313.193908926938,NA,260.385908503001,NA,1059.06432976045,NA,179.179598864645,NA,1811.82374605503,NA,1498.6298371281,NA,4.78499036671144,0.831388801254574,0.24586410965413,1.45321180621518,3.38149721170826,5.91063009668019,1.74793286128255,17.2861134869696,14.3714811702822,9.88946078528777,58.4529445574604,2.302820956,"low","low"
5195,2012-08-30,2012,8,30,"Gismo","adult_unflanged_male","male","adult","N-N",768,164.479420996399,313.193908926938,191.181374912235,260.385908503001,907.890106017275,1059.06432976045,141.196210810524,179.179598864645,1404.74711273643,1811.82374605503,1240.26769174003,1498.6298371281,7.54056455346586,1.16234221736724,0.210577660936198,1.35401207875747,5.51977931656965,6.42998916759604,1.16489968145901,11.7088278384851,13.6096649125561,10.0513615248139,64.630145724145,2.302820956,"low","low"
5198,2012-08-31,2012,8,31,"Gismo","adult_unflanged_male","male","adult","N-N",728,171.722651947397,164.479420996399,129.055067288757,191.181374912235,851.903206813163,907.890106017275,116.35609957531,141.196210810524,1269.03702562463,1404.74711273643,1097.31437367723,1240.26769174003,6.39003859556844,0.751531995489391,0.151490294034145,1.10913882262981,4.9609250564924,7.32151739292169,1.47583712907333,13.5317290575406,10.1695273410353,9.16884986220471,67.1298937392194,2.302820956,"low","low"
5199,2012-09-01,2012,9,1,"Gismo","adult_unflanged_male","male","adult","N-N",764,190.794509958526,171.722651947397,146.381674243377,129.055067288757,970.541588770879,851.903206813163,133.386511418693,116.35609957531,1441.10428439147,1269.03702562463,1250.30977443295,1097.31437367723,6.55317479892235,0.767221626425189,0.150824731198545,1.09742486467686,5.08684232571395,7.27615992388018,1.43038833484169,13.2394658752327,10.1576045417968,9.25585419899137,67.3470753839791,5.020196192,"high","medium"
5515,2013-05-04,2013,5,4,"Gismo","adult_unflanged_male","male","adult","N-N",698,249.837201636782,NA,810.034674795587,NA,610.131790773244,NA,199.646232109293,NA,1869.64989931491,NA,1619.81269767812,NA,6.48347278574245,3.24225003117523,1.32763885941593,4.05735017504436,2.44211745399016,3.05606464157679,1.2513995330501,13.3627799369459,43.3254736671506,10.6782682780583,32.6334781178452,5.571847507,"high","medium"
5769,2013-09-25,2013,9,25,"Gismo","adult_unflanged_male","male","adult","N-N",616,587.579087179186,NA,1604.5995797405,NA,4693.99426860324,NA,555.088930225845,NA,7441.26186574877,NA,6853.68277856959,NA,11.664272824059,2.73086570770203,0.341840975493558,2.89070722251234,7.98870206755977,8.45629233984802,1.05853144457433,7.8962291312948,21.5635413548108,7.45960752679397,63.0806219871005,6.588235294,"high","high"
5770,2013-09-26,2013,9,26,"Gismo","adult_unflanged_male","male","adult","N-N",664,265.756699633245,587.579087179186,316.657619495591,1604.5995797405,1040.23967275521,4693.99426860324,296.423954526796,555.088930225845,1919.07794641084,7441.26186574877,1653.32124677759,6853.68277856959,6.22118369568572,1.19153202885418,0.304408327993186,1.06825921002604,3.91425568646351,3.50929692715226,0.896542589000584,13.8481451537848,16.5005084909563,15.4461654400846,54.2051809151743,6.588235294,"high","high"
6289,2014-05-31,2014,5,31,"Gismo","adult_unflanged_male","male","adult","N-N",716,378.471242351986,NA,874.101452946851,NA,1416.83896617456,NA,315.996532539626,NA,2985.40819401302,NA,2606.93695166104,NA,6.88807143036916,2.30955844231335,0.616937756382371,2.76617419160205,3.74358420832638,4.48371681419286,1.19770694732078,12.6773699861539,29.2791268778516,10.584701052718,47.4588020832765,2.699460108,"low","medium"
6595,2014-10-21,2014,10,21,"Gismo","adult_unflanged_male","male","adult","N-N",618,863.263327653178,NA,569.123666545322,NA,4051.36070244178,NA,491.128596625489,NA,5974.87629326577,NA,5111.61296561259,NA,5.92126736057323,0.659270060842861,0.140477165166337,1.15880783659459,4.69307634491505,8.24908329565496,1.75771342492496,14.4482209385013,9.52527949719688,8.21989565171475,67.806603912587,4.224502112,"high","medium"
6597,2014-10-22,2014,10,22,"Gismo","adult_unflanged_male","male","adult","N-N",684,256.471408125164,863.263327653178,483.687067845021,569.123666545322,1685.17975423713,4051.36070244178,262.887499290931,491.128596625489,2688.22572949825,5974.87629326577,2431.75432137309,5111.61296561259,9.48158057519742,1.8859297860172,0.287024020214379,1.83990136141748,6.57063399993003,6.41026963542374,0.975593776109276,9.54054584445309,17.9927995829167,9.77921966917556,62.6874349034546,4.224502112,"high","medium"
7399,2015-10-01,2015,10,1,"Gismo","adult_flanged_male","male","adult","N-N",626,329.846759095317,NA,1584.03871841786,NA,1221.1849769499,NA,484.290133718667,NA,3619.36058818175,NA,3289.51382908644,NA,9.9728547829565,4.8023473771956,1.29713249697375,3.27084656103702,3.70227975044925,2.52159788507959,0.681093287122242,9.1133986531312,43.7657061192025,13.3805439364073,33.7403512912591,4.69043152,"high","medium"
7401,2015-10-02,2015,10,2,"Gismo","adult_flanged_male","male","adult","N-N",642,118.292294377658,329.846759095317,62.871331109602,1584.03871841786,437.182614778247,1221.1849769499,77.0998612046964,484.290133718667,695.446101470203,3619.36058818175,577.153807092545,3289.51382908644,4.87904820959796,0.531491348953637,0.143810227086666,0.815453233342167,3.69578269724405,5.67034243573472,1.53427376559858,17.0095560428885,9.04043188633731,11.0863891596637,62.8636229111104,4.69043152,"high","medium"
7683,2016-02-01,2016,2,1,"Gismo","adult_flanged_male","male","adult","N-N",704,861.78417058677,NA,291.861106739628,NA,3690.04986776789,NA,302.870236155256,NA,5146.56538124954,NA,4284.78121066277,NA,4.9719887611133,0.338670767810583,0.079094081976777,0.963650672461642,4.28187241505656,12.1836001933063,2.84539075719876,16.7448406217961,5.67098803024954,5.88490019496694,71.6992711529874,1.086637298,"low","low"
8044,2016-06-14,2016,6,14,"Gismo","adult_flanged_male","male","adult","N-N",610,341.384739860466,NA,287.219088008259,NA,867.162431828933,NA,352.687286795774,NA,1848.45354649343,NA,1507.06880663297,NA,4.41457578698142,0.841335462521416,0.331217171623181,0.814373238734219,2.5401323802094,2.45872892019232,0.967953063922453,18.4686675252447,15.538344934506,19.0801271400535,46.9128604001959,0.623515439,"low","low"
8047,2016-06-15,2016,6,15,"Gismo","adult_flanged_male","male","adult","N-N",710,241.306776279856,341.384739860466,93.9323900308673,287.219088008259,565.329813593354,867.162431828933,178.662696646328,352.687286795774,1079.2316765504,1848.45354649343,837.924900270549,1507.06880663297,3.47244662246353,0.389265446577965,0.166155026273625,0.525752671341413,2.3427846590504,3.16422971445715,1.35062763973353,22.3591265455769,8.70363537985722,16.5546194138218,52.3826186607441,0.623515439,"low","low"
8052,2016-06-16,2016,6,16,"Gismo","adult_flanged_male","male","adult","N-N",564,213.36048811933,241.306776279856,309.55796686279,93.9323900308673,910.868247883058,565.329813593354,267.618401431207,178.662696646328,1701.40510429639,1079.2316765504,1488.04461617706,837.924900270549,6.97432139049481,1.45086829146013,0.339849333404948,1.15671405705771,4.2691514999423,3.40360843279755,0.797256418012702,12.5402520293698,18.1942540363312,15.7292581734602,53.5362357608388,0.623515439,"low","low"
8057,2016-06-17,2016,6,17,"Gismo","adult_flanged_male","male","adult","N-N",674,188.170502951381,213.36048811933,245.458850129415,309.55796686279,638.587078212169,910.868247883058,210.833852698911,267.618401431207,1283.05028399188,1701.40510429639,1094.8797810405,1488.04461617706,5.81855160010594,1.30444913671106,0.38437804099735,1.1642288322642,3.39366196187065,3.02886405592619,0.892506115799649,14.6658712677992,19.1308831143963,16.4322361585827,49.7710094592218,0.623515439,"low","low"
8062,2016-06-18,2016,6,18,"Gismo","adult_flanged_male","male","adult","N-N",626,183.219869960915,188.170502951381,127.79905159131,245.458850129415,514.721393981272,638.587078212169,164.626251601001,210.833852698911,990.366567134499,1283.05028399188,807.146697173583,1094.8797810405,4.40534477699261,0.697517423293513,0.248287817614902,0.776298131971396,2.80930989685274,3.12660580542637,1.11294443127442,18.5002075030702,12.9042170679368,16.6227593967884,51.9728160322045,0.623515439,"low","low"
8664,2017-01-16,2017,1,16,"Gismo","adult_flanged_male","male","adult","N-N",708,374.94282818578,NA,782.701898459699,NA,2079.47191788172,NA,369.812918216245,NA,3606.92956274344,NA,3231.98673455766,NA,8.61994547327692,2.0875233225474,0.376394550813174,2.1164806849771,5.54610399655748,5.62303752911563,1.01387163540495,10.3950693148717,21.6999496342915,10.2528455791347,57.652135471702,2.173913043,"low","low"
8665,2017-01-17,2017,1,17,"Gismo","adult_flanged_male","male","adult","N-N",680,411.558466147506,374.94282818578,1462.26430021708,782.701898459699,4073.67315429949,2079.47191788172,506.248173292844,369.812918216245,6453.74409395691,3606.92956274344,6042.18562780941,3231.98673455766,14.6812327404385,3.55299288070771,0.358954743012152,2.88843373143633,9.89816390471104,8.04679082158985,0.812957928263845,6.37704966536986,22.6576120609786,7.844255457338,63.1210828163135,2.173913043,"low","low"
8811,2017-03-10,2017,3,10,"Gismo","adult_flanged_male","male","adult","N-N",724,458.485716044803,NA,433.104783146693,NA,1361.40402474012,NA,262.180188034419,NA,2515.17471196603,NA,2056.68899592123,NA,4.48583003558665,0.94464182413999,0.318130970142657,1.65193558824451,2.96934883050333,5.19262738709073,1.7487427996833,18.2287820350428,17.2196699134331,10.4239354342697,54.1276126172544,1.814268143,"low","low"
8809,2017-03-18,2017,3,18,"Gismo","adult_flanged_male","male","adult","N-N",570,313.625463402262,NA,212.736539474868,NA,983.890523498734,NA,150.453938389408,NA,1660.70646476527,NA,1347.08100136301,NA,4.29519015053704,0.678313990092086,0.216219726071121,1.41396457781157,3.13715127855157,6.53948001648323,2.08452810713755,18.885063077453,12.8100024892079,9.05963465438028,59.2452997789588,1.814268143,"low","low"
8924,2017-05-16,2017,5,16,"Gismo","adult_flanged_male","male","adult","N-N",754,421.589659474117,NA,179.536855261055,NA,1525.19882252569,NA,191.159524023638,NA,2317.4848612845,NA,1895.89520181038,NA,4.49701542531969,0.425856875818552,0.11771373843821,0.939199112249588,3.61773299759816,7.97867032948402,2.20543371630275,18.1916899012857,7.74705622722143,8.24857703353822,65.8126768379546,2.866831073,"low","medium"
8927,2017-05-17,2017,5,17,"Gismo","adult_flanged_male","male","adult","N-N",714,402.078732300597,421.589659474117,393.2407491651,179.536855261055,1559.25579417125,1525.19882252569,296.107276133029,191.159524023638,2650.68255176997,2317.4848612845,2248.60381946937,1895.89520181038,5.59244655046391,0.978019272282998,0.252197715496777,1.32803473896546,3.87798624724457,5.26584761622249,1.35788197288323,15.1688753537127,14.8354524347896,11.170982203633,58.8246900078648,2.866831073,"low","medium"
9133,2017-08-27,2017,8,27,"Gismo","adult_flanged_male","male","adult","N-N",666,122.530441582604,NA,83.2846100541803,NA,791.92798899813,NA,137.042846877893,NA,1134.78588751281,NA,1012.2554459302,NA,8.26125681794584,0.679705459137138,0.105166898014987,0.607726794587008,6.46311217661163,5.77868897968637,0.8941031536785,10.797670550095,7.33923561886385,12.0765378196816,69.7865560113596,2.646153846,"low","medium"
9134,2017-08-28,2017,8,28,"Gismo","adult_flanged_male","male","adult","N-N",514,255.227979875475,122.530441582604,300.197836799686,83.2846100541803,634.374169478243,791.92798899813,143.635417159525,137.042846877893,1333.43540331293,1134.78588751281,1078.20742343745,1012.2554459302,4.22448755016402,1.17619485507096,0.473218884442586,2.08999871157321,2.48551969023049,4.4165581304623,1.7769153661594,19.1406332276283,22.5131143251366,10.7718316764848,47.5744207707502,2.646153846,"low","medium"
9212,2017-09-28,2017,9,28,"Gismo","adult_flanged_male","male","adult","N-N",688,537.615448413177,NA,509.894314996436,NA,2087.10898646402,NA,365.138890693882,NA,3499.75764056752,NA,2962.14219215434,NA,5.50977878499842,0.94843687342214,0.24430651120922,1.39643934949649,3.88215962287602,5.71593177187409,1.47235877118302,15.3615050991359,14.5694178672827,10.4332621911119,59.6358148424694,3.320012296,"low","medium"
9262,2017-10-19,2017,10,19,"Gismo","adult_flanged_male","male","adult","N-N",642,252.191600910663,NA,557.415873450739,NA,1097.79036407726,NA,259.323167388422,NA,2166.72100582708,NA,1914.52940491642,NA,7.59156688011442,2.21028722383265,0.507761674442525,2.14950279631525,4.35300128994441,4.23329074348748,0.972499308297137,11.6393204400765,25.7262412627952,11.968461407399,50.6659768897293,4.160246533,"high","medium"
9535,2018-01-23,2018,1,23,"Gismo","adult_flanged_male","male","adult","N-N",708,365.86733123905,NA,889.710483830431,NA,3185.16782858786,NA,460.957292465954,NA,4901.7029361233,NA,4535.83560488425,NA,12.3974873337916,2.43178444169183,0.279329232150659,1.93013647548736,8.70580004451599,6.90989790301044,0.79371199288722,7.4640861759038,18.1510486340099,9.40402342763186,64.9808417624544,3.427672956,"low","medium"
9667,2018-03-13,2018,3,13,"Gismo","adult_flanged_male","male","adult","N-N",626,127.014583277009,NA,649.430119922105,NA,3700.5880818508,NA,432.379302009666,NA,4909.41208705958,NA,4782.39750378257,NA,37.6523496782454,5.11303586695827,0.175493760872002,1.50199169318144,29.1351432754781,8.558661491544,0.293757316057117,2.58716483816462,13.228266611269,8.80715031336131,75.3774182372051,3.68503937,"low","medium"
6397,2014-07-14,2014,7,14,"Guapo","adult_flanged_male","male","adult","N-N",614,86.240957428787,NA,36.3302502832199,NA,200.681886997669,NA,32.3427663988408,NA,355.595861108517,NA,269.35490367973,NA,3.12328285434618,0.421264459096705,0.181034027668087,1.12328827519597,2.32699048086729,6.20484607046049,2.66646817916843,24.2525200265109,10.2167247307001,9.09537200405458,56.4353832387343,3.427540589,"low","medium"
6402,2014-07-15,2014,7,15,"Guapo","adult_flanged_male","male","adult","N-N",578,258.629293387921,86.240957428787,1131.94425539899,36.3302502832199,922.773883938004,200.681886997669,312.870428797778,32.3427663988408,2626.21786152269,355.595861108517,2367.58856813477,269.35490367973,9.15437125130137,4.37670551765833,1.22667565164321,3.61793302022357,3.56794032048769,2.94938031530756,0.826633870071129,9.8479755688649,43.1016890100154,11.9133463137889,35.1369891073308,3.427540589,"low","medium"
7301,2015-08-23,2015,8,23,"Guapo","adult_flanged_male","male","adult","N-N",676,175.394314769585,NA,1286.71912213936,NA,973.47814131186,NA,321.601350008015,NA,2757.19292822882,NA,2581.79861345923,NA,14.7199675020877,7.33615068327451,1.32177505332104,4.00097549997004,5.55022631486497,3.02697156366912,0.545378042614603,6.36133630598915,46.6677216877212,11.6640858430827,35.3068561632069,5.682520074,"high","medium"
8272,2016-08-19,2016,8,19,"Guapo","adult_flanged_male","male","adult","N-N",568,81.6435110499469,NA,47.6938384786419,NA,252.176728682653,NA,48.2942160580121,NA,429.808294269254,NA,348.164783219307,NA,4.2644513782156,0.584171820458142,0.189128627085417,0.987568333676874,3.08875409006332,5.22167558077209,1.69054428695716,18.9953316719387,11.0965374830026,11.236222451249,58.6719083938098,0.478755236,"low","low"
8294,2016-08-27,2016,8,27,"Guapo","adult_flanged_male","male","adult","N-N",598,382.381012376291,NA,158.485470453878,NA,840.097839065099,NA,179.930224615699,NA,1560.89454651097,NA,1178.51353413468,NA,3.08203989212449,0.414470032047293,0.188651205947926,0.880816276378114,2.19701766529762,4.66902012076853,2.12516275791348,24.4975557913902,10.1535027339378,11.5273786443737,53.8215628302983,0.478755236,"low","low"
8297,2016-08-28,2016,8,28,"Guapo","adult_flanged_male","male","adult","N-N",552,250.180389474734,382.381012376291,102.619014291987,158.485470453878,558.109079844685,840.097839065099,91.288004855937,179.930224615699,1002.19648846734,1560.89454651097,752.016098992608,1178.51353413468,3.00589546835186,0.410180088485113,0.183869100141758,1.12412374937903,2.23082664878914,6.11371757686506,2.74056147759553,24.963207549982,10.2394106817239,9.10879312653984,55.6885886417543,0.478755236,"low","low"
4479,2011-05-30,2011,5,30,"Hanoman","adult_flanged_male","male","adult","N-N",678,255.320263348691,NA,213.10295600807,NA,894.145465338659,NA,152.311805934576,NA,1514.88049063,NA,1259.56022728131,NA,4.93325602426284,0.834649601301074,0.238331417279354,1.39912303383499,3.50205445353753,5.87049349098211,1.67629988878447,16.8541521874449,14.0673114035185,10.054377680396,59.0241587286406,2.14205186,"low","low"
5208,2012-09-09,2012,9,9,"Helium","adult_flanged_male","male","adult","N-N",748,156.542674625361,NA,123.244207243323,NA,772.219322086917,NA,102.917072482987,NA,1154.92327643859,NA,998.380601813228,NA,6.37768968878652,0.787288242891417,0.159597414514644,1.19750984234123,4.93296364033001,7.50331605297623,1.52105642774903,13.5543787036736,10.6712029931,8.91116099074134,66.8632573124851,5.020196192,"high","medium"
5211,2012-09-10,2012,9,10,"Helium","adult_flanged_male","male","adult","N-N",690,70.9668165822473,156.542674625361,64.538053818404,123.244207243323,443.929314999689,772.219322086917,60.4596216343089,102.917072482987,639.89380703465,1154.92327643859,568.926990452402,998.380601813228,8.01680303347188,0.909411707140723,0.145379121490207,1.06745712384314,6.25544918567956,7.34257514353636,1.17378863221294,11.0904052832011,10.0857444014784,9.44838361766409,69.3754666976565,5.020196192,"high","medium"
5213,2012-09-11,2012,9,11,"Helium","adult_flanged_male","male","adult","N-N",776,133.136512542616,70.9668165822473,101.75569631228,64.538053818404,681.373592155466,443.929314999689,92.7801340110808,60.4596216343089,1009.04593502144,639.89380703465,875.909422478826,568.926990452402,6.57903234620522,0.764295942329935,0.149339066679095,1.09674013081429,5.11785669567816,7.34395999119907,1.43496788360658,13.1942965054199,10.0843472809905,9.19483749856335,67.5265187150263,5.020196192,"high","medium"
5231,2012-09-22,2012,9,22,"Helium","adult_flanged_male","male","adult","N-N",628,210.501679110598,NA,399.341776266835,NA,660.197138810166,NA,155.073940472801,NA,1425.1145346604,NA,1214.6128555498,NA,5.77008630373748,1.89709544339084,0.604882621858291,2.57517010949288,3.13630343282582,4.25730549438099,1.35742780810757,14.7708604460174,28.0217320471015,10.8815071842457,46.3259003226354,5.020196192,"high","medium"
5233,2012-09-23,2012,9,23,"Helium","adult_flanged_male","male","adult","N-N",564,235.309767469776,210.501679110598,1109.50469904855,399.341776266835,2261.29213889004,660.197138810166,436.130624978149,155.073940472801,4042.23723038652,1425.1145346604,3806.92746291674,1214.6128555498,16.1783656660394,4.71508136265981,0.490650756692215,2.54397337748099,9.60985242221401,5.18489647225149,0.539539656224704,5.82127554763221,27.4477878415479,10.7893376890313,55.9415989217885,5.020196192,"high","medium"
5235,2012-09-24,2012,9,24,"Helium","adult_flanged_male","male","adult","N-N",616,251.96471298639,235.309767469776,322.302235927433,1109.50469904855,925.883011648019,2261.29213889004,172.865548680946,436.130624978149,1673.01550924279,4042.23723038652,1421.0507962564,3806.92746291674,5.63988020153107,1.27915624417155,0.348102548456692,1.86446772296022,3.6746534888718,5.3560875415199,1.45757621983681,15.0605126846929,19.2647488410498,10.3325729932525,55.3421654810048,5.020196192,"high","medium"
5236,2012-09-25,2012,9,25,"Helium","adult_flanged_male","male","adult","N-N",612,171.864790920436,251.96471298639,747.926976420961,322.302235927433,1740.90465215696,925.883011648019,322.105999078581,172.865548680946,2982.80241857694,1673.01550924279,2810.9376276565,1421.0507962564,16.3555176869113,4.3518336269772,0.429619724144161,2.3219902099324,10.1295014693434,5.40475699656947,0.533565942304937,5.76185636199232,25.0746402699307,10.7987708831299,58.364732484947,5.020196192,"high","medium"
6147,2014-04-17,2014,4,17,"Helium","adult_flanged_male","male","adult","N-N",532,239.340122316839,NA,185.118123307292,NA,945.813636117544,NA,143.501666336814,NA,1513.77354807849,NA,1274.43342576165,NA,5.32477970440138,0.773452112898277,0.195723677729135,1.29000678551564,3.95175546398975,6.5909592568606,1.66785604952546,15.8108273605815,12.2289178287117,9.47973139833021,62.4805234123766,1.916167665,"low","low"
6150,2014-04-18,2014,4,18,"Helium","adult_flanged_male","male","adult","N-N",646,303.752027907893,239.340122316839,200.678258124105,185.118123307292,887.241318642322,945.813636117544,149.892833071928,143.501666336814,1541.56443774625,1513.77354807849,1237.81240983836,1274.43342576165,4.07507537764884,0.660664751792068,0.226182272970772,1.33881156297718,2.92093957282604,5.91917105347236,2.02646131694724,19.704140837082,13.0178313154068,9.72342312794073,57.5546047195705,1.916167665,"low","low"
6153,2014-04-19,2014,4,19,"Helium","adult_flanged_male","male","adult","N-N",560,293.691039855003,303.752027907893,142.804707558144,200.678258124105,740.381092047196,887.241318642322,120.712387802181,149.892833071928,1297.58922726252,1541.56443774625,1003.89818740752,1237.81240983836,3.41821183207752,0.486241281411403,0.192880003409165,1.18301617719771,2.52095226470895,6.13343092227208,2.43298177761418,22.633591099904,11.005386339359,9.30281981893788,57.0582027417992,1.916167665,"low","low"
6156,2014-04-20,2014,4,20,"Helium","adult_flanged_male","male","adult","N-N",462,303.810380445143,293.691039855003,552.173782425131,142.804707558144,818.647199866801,740.381092047196,230.857412862162,120.712387802181,1905.48877559924,1297.58922726252,1601.67839515409,1003.89818740752,5.27196731331995,1.81749478610996,0.674495414526518,2.39183908187873,2.69459917290291,3.54611614899969,1.31600877216163,15.9439606433578,28.9780653392452,12.1153908550084,42.9625831623885,1.916167665,"low","low"
6182,2014-04-30,2014,4,30,"Helium","adult_flanged_male","male","adult","N-N",556,613.454010980187,NA,504.508474482819,NA,1421.38891337716,NA,267.096524265447,NA,2806.44792310562,NA,2192.99391212543,NA,3.57483017939915,0.82240635068423,0.354940487951413,1.88886199799974,2.31702603281711,5.32163013834112,2.29675025786004,21.8587348772657,17.9767623809862,9.51724498667617,50.6472577550719,1.916167665,"low","low"
6185,2014-05-01,2014,5,1,"Helium","adult_flanged_male","male","adult","N-N",648,539.690426197322,613.454010980187,258.776737334337,504.508474482819,1247.82334352147,1421.38891337716,185.137473726534,267.096524265447,2231.42798077967,2806.44792310562,1691.73755458234,2192.99391212543,3.13464436733182,0.479491065197667,0.207382510255053,1.39775450169842,2.31210946674315,6.73998255677092,2.91507934797953,24.1858769741138,11.5969119130576,8.29681599949494,55.9203951133337,2.699460108,"low","medium"
6647,2014-11-20,2014,11,20,"Helium","adult_flanged_male","male","adult","N-N",546,417.457214948237,NA,154.014989315593,NA,1454.98057523738,NA,144.17520797209,NA,2170.62798747329,NA,1753.17077252506,NA,4.1996418069872,0.368935986253561,0.105853639517123,1.06824877509737,3.4853405885386,10.0917529144056,2.89548543622737,19.2320940003255,7.09541156773127,6.6420966100191,67.0303978219242,5.743651753,"high","medium"
6650,2014-11-21,2014,11,21,"Helium","adult_flanged_male","male","adult","N-N",586,378.394642760866,417.457214948237,380.127360751799,154.014989315593,1548.25768870258,1454.98057523738,150.383765371184,144.17520797209,2457.16345758642,2170.62798747329,2078.76881482556,1753.17077252506,5.4936528690214,1.00457912928759,0.245519440029613,2.52771540740153,4.09164801437485,10.2953778613077,2.51619343236216,15.3996528636539,15.4701698651006,6.12021820961395,63.0099590616315,5.743651753,"high","medium"
6653,2014-11-22,2014,11,22,"Helium","adult_flanged_male","male","adult","N-N",730,310.954759746565,378.394642760866,322.63179054148,380.127360751799,1216.20139370435,1548.25768870258,128.473015594705,150.383765371184,1978.2609595871,2457.16345758642,1667.30619984054,2078.76881482556,5.36189316156289,1.03755218541897,0.265278260830466,2.51128059108762,3.91118436230269,9.46659022577252,2.42038966943484,15.7185915356418,16.3088589995133,6.49424005321924,61.4783094116256,5.743651753,"high","medium"
6656,2014-11-23,2014,11,23,"Helium","adult_flanged_male","male","adult","N-N",684,655.991400041301,310.954759746565,280.120439891554,322.63179054148,1460.66561892379,1216.20139370435,207.24411708368,128.473015594705,2604.02157594033,1978.2609595871,1948.03017589903,1667.30619984054,2.96959712547509,0.427018463769369,0.19177588372207,1.35164483235222,2.2266536098367,7.04804382135495,3.16530770220333,25.1914733004629,10.7572242288507,7.95861750910582,56.0926849615805,5.743651753,"high","medium"
6661,2014-11-24,2014,11,24,"Helium","adult_flanged_male","male","adult","N-N",614,670.327822360348,655.991400041301,429.935591095634,280.120439891554,1886.89542731528,1460.66561892379,225.839655008272,207.24411708368,3212.99849577954,2604.02157594033,2542.67067341919,1948.03017589903,3.79317490428187,0.641381092585045,0.227853427843299,1.90372054491443,2.81488454510388,8.35502262543827,2.96815819319152,20.8629983251117,13.3811326603601,7.02893746464324,58.726931549885,5.743651753,"high","medium"
6687,2014-12-06,2014,12,6,"Helium","adult_flanged_male","male","adult","N-N",590,738.4941762653,NA,320.996595524655,NA,2553.63640200027,NA,251.955787577852,NA,3865.08296136808,NA,3126.58878510278,NA,4.23373519465584,0.434663678931082,0.12570176211195,1.27401953577061,3.45789646563562,10.135255977048,2.93104668626479,19.1068130657642,8.30503765981353,6.51876790475594,66.0693813696664,6.23,"high","high"
6732,2015-01-03,2015,1,3,"Helium","adult_flanged_male","male","adult","N-N",694,320.441291607615,NA,256.761319143217,NA,3319.6654872261,NA,194.928677919102,NA,4091.79677589603,NA,3771.35548428842,NA,11.7692556579334,0.801274136223445,0.0773455398235819,1.31720648744037,10.3596682892262,17.0301544270659,1.64388993465908,7.83131003707886,6.27502618545835,4.76388952323803,81.1297742542248,5.39067232,"high","medium"
7043,2015-05-09,2015,5,9,"Helium","adult_flanged_male","male","adult","N-N",656,262.22165845656,NA,429.79436074651,NA,1454.1463291315,NA,216.332332506722,NA,2362.4946808413,NA,2100.27302238474,NA,8.00953298345747,1.63904981486383,0.295564725596225,1.98673196820062,5.54548521159781,6.72181690217906,1.21212421378766,11.0993544486281,18.1923948541318,9.1569447440908,61.5513059531493,1.951219512,"low","low"
7046,2015-05-10,2015,5,10,"Helium","adult_flanged_male","male","adult","N-N",712,279.655277850294,262.22165845656,426.947384493781,429.79436074651,1365.61390180848,1454.1463291315,197.002396543526,216.332332506722,2269.21896069608,2362.4946808413,1989.56368284579,2100.27302238474,7.11434340928424,1.52669167474942,0.312641357801333,2.16721924192151,4.88320446624837,6.93196593426602,1.41955266919054,12.3238560356692,18.8147284104666,8.68150671908254,60.1799088347817,1.951219512,"low","low"
