"follow_number","date","year","month","day","name_focal","class_focal","sex_focal","age_category","follow_type","length_active_period_min","ap_kcal","prev_day_ap_kcal","lipid_kcal","prev_day_lipid_kcal","tnc_kcal","prev_day_tnc_kcal","ndf_kcal_low","prev_day_ndf_kcal_low","total_kcal_using_ap_low_fermentation","prev_day_total_kcal_using_ap_low_fermentation","total_kcal_npe_low_fermentation","prev_day_total_kcal_npe_low_fermentation","npe_to_ap","lipid_to_ap","lipid_to_tnc","lipid_to_ndf_low","tnc_to_ap","tnc_to_ndf_low","ap_to_ndf_low","percent_ap","percent_lipid","percent_ndf_low","percent_tnc","fai","hi_low_quartile","fruit_category_quartiles"  
953,2005-05-02,2005,5,2,"Mindy","adult_female_with_dependent","female","adult","N-N",650,201.221103778764,NA,250.579797590986,NA,1052.30361637367,NA,149.984565493302,NA,1654.08908323672,NA,1452.86797945796,NA,7.22025648490299,1.24529581085337,0.238124998994591,1.67070389387617,5.22958872907607,7.01607937398509,1.34161207266191,12.1650705405186,15.1491113828435,9.06750228952675,63.6183157871112,5.895196507,"high","high"
955,2005-05-03,2005,5,3,"Mindy","adult_female_with_dependent","female","adult","N-N",676,207.04532049951,201.221103778764,1098.16782616607,250.579797590986,1692.70520052886,1052.30361637367,329.813935667808,149.984565493302,3327.73228286225,1654.08908323672,3120.68696236274,1452.86797945796,15.0724824634234,5.30399732540042,0.648764962630805,3.32965865721381,8.17552986198916,5.13230345194926,0.627764015126542,6.22181422363177,33.0004860012812,9.91107179403651,50.8666279810505,5.895196507,"high","high"
958,2005-05-04,2005,5,4,"Mindy","adult_female_with_dependent","female","adult","N-N",656,367.512588845662,207.04532049951,1480.360312799,1098.16782616607,1799.64485951543,1692.70520052886,476.334300881728,329.813935667808,4123.85206204182,3327.73228286225,3756.33947319616,3120.68696236274,10.2209817764192,4.02805334491735,0.822584692180658,3.10781799685379,4.89682507249077,3.77811309448881,0.771543405892396,8.911876161331,35.8975125811385,11.5507126277921,43.6398986297384,5.895196507,"high","high"
962,2005-05-05,2005,5,5,"Mindy","adult_female_with_dependent","female","adult","N-N",636,299.49603777123,367.512588845662,1063.25690622849,1480.360312799,2574.17884645022,1799.64485951543,433.470514274246,476.334300881728,4370.40230472418,4123.85206204182,4070.90626695295,3756.33947319616,13.5925212809076,3.5501534983266,0.413047021847262,2.45289326774321,8.59503473103211,5.93853275293738,0.690925975144288,6.85282536684299,24.3285819495189,9.91832064992476,58.9002720337133,5.895196507,"high","high"
1006,2005-05-26,2005,5,26,"Mindy","adult_female_with_dependent","female","adult","N-N",724,369.76376379592,NA,560.790554451186,NA,1773.03062311577,NA,230.782911577049,NA,2934.36785293993,NA,2564.60408914401,NA,6.93579074059691,1.51661847200554,0.316289266039692,2.42994834677767,4.79503617367531,7.68267724416775,1.60221465822209,12.601138723131,19.1111197558047,7.86482551415047,60.4229160069138,5.895196507,"high","high"
1007,2005-05-27,2005,5,27,"Mindy","adult_female_with_dependent","female","adult","N-N",636,147.185101934772,369.76376379592,657.423720717205,560.790554451186,1147.44590472018,1773.03062311577,274.427356791434,230.782911577049,2226.48208416359,2934.36785293993,2079.29698222882,2564.60408914401,14.1270886448161,4.46664582267678,0.572945284838963,2.39562020493769,7.79593783363137,4.18123731590011,0.536335384546349,6.61065736758731,29.5274651160813,12.3256036391834,51.5362738771479,5.895196507,"high","high"
1010,2005-05-28,2005,5,28,"Mindy","adult_female_with_dependent","female","adult","N-N",622,109.460207930922,147.185101934772,214.397995041483,657.423720717205,746.976217666445,1147.44590472018,105.966986075186,274.427356791434,1176.80140671404,2226.48208416359,1067.34119878312,2079.29698222882,9.75095168334311,1.95868433921471,0.287021179484486,2.02325274108827,6.82418051076464,7.04914091957326,1.03296519024574,9.30150213166096,18.2187065564566,9.00466174416601,63.4751295677165,5.895196507,"high","high"
1011,2005-05-29,2005,5,29,"Mindy","adult_female_with_dependent","female","adult","N-N",654,276.987276732318,109.460207930922,779.545021978031,214.397995041483,2289.54591244849,746.976217666445,295.770243303083,105.966986075186,3641.84845446192,1176.80140671404,3364.8611777296,1067.34119878312,12.1480712667586,2.81437122735203,0.340480187682442,2.63564384730621,8.26588838107938,7.74096097998046,0.936494738750588,7.60567827562838,21.4052021034249,8.1214319322022,62.8676876887445,5.895196507,"high","high"
1012,2005-05-30,2005,5,30,"Mindy","adult_female_with_dependent","female","adult","N-N",624,205.106860459481,276.987276732318,927.191753116164,779.545021978031,884.565311118992,2289.54591244849,226.186430834201,295.770243303083,2243.05035552884,3641.84845446192,2037.94349506936,3364.8611777296,9.93600843240424,4.52053018138481,1.04818914043017,4.09923685384917,4.31270465130902,3.91077973977755,0.906804443144635,9.14410414166217,41.3361987541097,10.0838766404276,39.4358204638005,5.895196507,"high","high"
1062,2005-07-01,2005,7,1,"Mindy","adult_female_with_dependent","female","adult","N-N",588,261.429785571606,NA,108.101647614505,NA,844.406658873762,NA,173.335773227108,NA,1387.27386528698,NA,1125.84407971538,NA,4.30648740828732,0.413501649699727,0.1280208374466,0.623654572866895,3.22995582552884,4.87150830525563,1.50822753263445,18.8448576819058,7.79237973982464,12.4947047273359,60.8680578509336,6.090373281,"high","high"
1066,2005-07-02,2005,7,2,"Mindy","adult_female_with_dependent","female","adult","N-N",650,261.313007189734,261.429785571606,915.909300849995,108.101647614505,1926.9608966337,844.406658873762,367.82735948502,173.335773227108,3472.01056415845,1387.27386528698,3210.69755696872,1125.84407971538,12.2867881377122,3.5050275939191,0.475312863094441,2.49005213242518,7.3741484105863,5.23876445550859,0.710422975483899,7.52627339004284,26.3797959114792,10.5940737416556,55.4998569568224,6.090373281,"high","high"
1068,2005-07-03,2005,7,3,"Mindy","adult_female_with_dependent","female","adult","N-N",668,439.885839479039,261.313007189734,442.41811370786,915.909300849995,3100.1786620855,1926.9608966337,633.796877007695,367.82735948502,4616.27949228009,3472.01056415845,4176.39365280105,3210.69755696872,9.49426709836168,1.00575666230088,0.142707295911212,0.698044010246029,7.04768915898058,4.89143884192389,0.694048606796305,9.52901227524613,9.58386758097569,13.7296036357332,67.157516508045,6.090373281,"high","high"
1069,2005-07-04,2005,7,4,"Mindy","adult_female_with_dependent","female","adult","N-N",604,498.800604875408,439.885839479039,372.924264606296,442.41811370786,3551.8052185755,3100.1786620855,358.860179596412,633.796877007695,4782.39026765362,4616.27949228009,4283.58966277821,4176.39365280105,8.58777960754113,0.747641965469239,0.104995697020757,1.03919098804916,7.12069148244654,9.89746263452803,1.38995807625237,10.4299435420216,7.79786348949023,7.50378282641661,74.2684101420715,6.090373281,"high","high"
1073,2005-07-05,2005,7,5,"Mindy","adult_female_with_dependent","female","adult","N-N",614,209.954920560606,498.800604875408,222.978335003336,372.924264606296,1012.76176758878,3551.8052185755,173.063702454089,358.860179596412,1618.75872560681,4782.39026765362,1408.8038050462,4283.58966277821,6.71002994968882,1.06202957476755,0.220168594569097,1.28841768575065,4.82371056074598,5.85195944168274,1.21316554299596,12.9701182294416,13.7746491478988,10.6911363451779,62.5640962774816,6.090373281,"high","high"
1101,2005-07-06,2005,7,6,"Mindy","adult_female_with_dependent","female","adult","N-N",648,161.502417907964,209.954920560606,71.3202628941914,222.978335003336,701.215471172185,1012.76176758878,137.363105634283,173.063702454089,1071.40125760862,1618.75872560681,909.898839700659,1408.8038050462,5.63396419376945,0.441604923431146,0.101709482785611,0.519209743874568,4.34182645842361,5.10483122767411,1.17573359427349,15.0739432832512,6.65672756940558,12.8208833673463,65.4484457799969,6.090373281,"high","high"
1103,2005-07-07,2005,7,7,"Mindy","adult_female_with_dependent","female","adult","N-N",654,168.792606125451,161.502417907964,422.408988986342,71.3202628941914,1239.04843154049,701.215471172185,129.534225475832,137.363105634283,1959.78425212812,1071.40125760862,1790.99164600267,909.898839700659,10.6106048547622,2.50253253790274,0.34091402582316,3.26098363142761,7.34065584969759,9.56541351900598,1.30307341944113,8.61281571898336,21.553851579716,6.6096166113781,63.2237160899225,6.090373281,"high","high"
1106,2005-07-08,2005,7,8,"Mindy","adult_female_with_dependent","female","adult","N-N",700,272.86490327618,168.792606125451,764.765816896812,422.408988986342,1726.83097479461,1239.04843154049,293.016379112338,129.534225475832,3057.47807407994,1959.78425212812,2784.61317080376,1790.99164600267,10.2050983375657,2.8027269455125,0.442872422408205,2.60997634061819,6.3285199161242,5.89329163108855,0.931227476439356,8.92450891437026,25.012961609772,9.58359706963762,56.4789324062202,6.090373281,"high","high"
1110,2005-07-09,2005,7,9,"Mindy","adult_female_with_dependent","female","adult","N-N",548,249.415471959096,272.86490327618,488.466365112961,764.765816896812,1838.18503234004,1726.83097479461,333.672317248548,293.016379112338,2909.73918666064,3057.47807407994,2660.32371470155,2784.61317080376,10.6662337095825,1.95844452341381,0.265732968400432,1.46391036913353,7.36997195042294,5.50895275789629,0.74748625842194,8.57174667415251,16.7872903300845,11.4674304411279,63.1735325546351,6.090373281,"high","high"
1112,2005-07-10,2005,7,10,"Mindy","adult_female_with_dependent","female","adult","N-N",666,209.668538594037,249.415471959096,187.059740381178,488.466365112961,1681.76586550523,1838.18503234004,404.542651983794,333.672317248548,2483.03679646424,2909.73918666064,2273.36825787021,2660.32371470155,10.842677080284,0.892168856784784,0.111228170471269,0.462398067209664,8.02106923996591,4.15720284933665,0.518285371309713,8.44403670910546,7.53350657741137,16.2922536049344,67.7302031085488,6.090373281,"high","high"
1129,2005-07-11,2005,7,11,"Mindy","adult_female_with_dependent","female","adult","N-N",730,156.664300915474,209.668538594037,439.635196655748,187.059740381178,890.250790266014,1681.76586550523,227.703373080088,404.542651983794,1714.25366091732,2483.03679646424,1557.58936000185,2273.36825787021,9.94220987742593,2.806224481817,0.493832975452211,1.93073642567921,5.68253766214639,3.90969522420248,0.688019236589753,9.13892176445113,25.645865992813,13.2829451248329,51.9322671179029,6.090373281,"high","high"
1116,2005-07-12,2005,7,12,"Mindy","adult_female_with_dependent","female","adult","N-N",706,128.903409723399,156.664300915474,140.560240727077,439.635196655748,1203.11147898909,890.250790266014,129.806733984793,227.703373080088,1602.38186342436,1714.25366091732,1473.47845370096,1557.58936000185,11.4308725957115,1.0904307421246,0.116830603964632,1.0828424413139,9.3334340927888,9.2684827824883,0.993041006166135,8.04448756352786,8.77195654390981,8.10086140811593,75.0826944844464,6.090373281,"high","high"
1193,2005-08-25,2005,8,25,"Mindy","adult_female_with_dependent","female","adult","N-N",744,273.303318453568,NA,410.330183274333,NA,1162.72516273339,NA,273.699115960105,NA,2120.0577804214,NA,1846.75446196783,NA,6.75716077074116,1.50137285414646,0.352903847294152,1.4992017121975,4.25433971790916,4.24818749835813,0.998553895561012,12.8913146130972,19.3546698143658,12.9099837979747,54.8440317745623,5.820797907,"high","medium"
1195,2005-08-26,2005,8,26,"Mindy","adult_female_with_dependent","female","adult","N-N",752,207.691825364481,273.303318453568,333.532181433015,410.330183274333,1075.39037879305,1162.72516273339,263.579837093727,273.699115960105,1880.19422268427,2120.0577804214,1672.50239731979,1846.75446196783,8.05280802161904,1.60589941779218,0.310149865584021,1.26539338179503,5.17781755206704,4.07994173852779,0.787965527464178,11.0462963271937,17.7392408406002,14.0187558239289,57.1957070082772,5.820797907,"high","medium"
1197,2005-08-27,2005,8,27,"Mindy","adult_female_with_dependent","female","adult","N-N",748,278.171159987442,207.691825364481,279.808723842688,333.532181433015,2530.06118936401,1075.39037879305,523.9084736176,263.579837093727,3611.94954681174,1880.19422268427,3333.7783868243,1672.50239731979,11.9846298479497,1.00588689300257,0.110593658769583,0.534079401141581,9.09533968035446,4.82920455913583,0.530953733324188,7.70141322247934,7.74675061808862,14.5048668822092,70.0469692772228,5.820797907,"high","medium"
1199,2005-08-28,2005,8,28,"Mindy","adult_female_with_dependent","female","adult","N-N",762,248.733355299461,278.171159987442,348.935872861148,279.808723842688,1870.54397686121,2530.06118936401,240.559988923963,523.9084736176,2708.77319394578,3611.94954681174,2460.03983864632,3333.7783868243,9.89026918277434,1.40285114733023,0.186542458866252,1.45051500219116,7.52027798848763,7.77579008557596,1.03397641649411,9.18250947902875,12.8816939580262,8.88077264872614,69.0550239142189,5.820797907,"high","medium"
1201,2005-08-29,2005,8,29,"Mindy","adult_female_with_dependent","female","adult","N-N",736,104.538901505674,248.733355299461,95.8873268454206,348.935872861148,621.0258557982,1870.54397686121,89.7537481372885,240.559988923963,911.205832286584,2708.77319394578,806.66693078091,2460.03983864632,7.71642823066324,0.917240620136188,0.154401505106703,1.06833785591606,5.94061968179846,6.91921918233733,1.16473020542574,11.4725891562112,10.5231247922108,9.84999710900227,68.1542889425757,5.820797907,"high","medium"
1207,2005-08-30,2005,8,30,"Mindy","adult_female_with_dependent","female","adult","N-N",766,170.634780202841,104.538901505674,193.712907330036,95.8873268454206,834.855088077988,621.0258557982,126.904106137276,89.7537481372885,1326.10688174814,911.205832286584,1155.4721015453,806.66693078091,6.77160951695628,1.13524867028727,0.232031774251989,1.5264510599877,4.89264314746127,6.57862943516502,1.34459621045091,12.8673474628155,14.6076390972856,9.56967404995172,62.9553393899472,5.820797907,"high","medium"
1209,2005-08-31,2005,8,31,"Mindy","adult_female_with_dependent","female","adult","N-N",772,161.153389190678,170.634780202841,160.217496049555,193.712907330036,807.166938559068,834.855088077988,114.002552164956,126.904106137276,1242.54037596426,1326.10688174814,1081.38698677358,1155.4721015453,6.71029627241703,0.99419253206015,0.198493630494295,1.40538516907699,5.00868732958523,7.08025323320074,1.41359457424687,12.9696702262586,12.8943492822292,9.17495756035179,64.9610229311604,5.820797907,"high","medium"
1212,2005-09-01,2005,9,1,"Mindy","adult_female_with_dependent","female","adult","N-N",754,147.491459016376,161.153389190678,120.52402836477,160.217496049555,792.516521403957,807.166938559068,114.083511853959,114.002552164956,1174.61552063906,1242.54037596426,1027.12406162269,1081.38698677358,6.96395620785503,0.817159374302403,0.15207762249708,1.05645440262266,5.37330450650681,6.94681035431724,1.2928376469089,12.5565733148266,10.2607215933259,9.71241311300662,67.4702919788409,2.812295618,"low","medium"
1216,2005-09-02,2005,9,2,"Mindy","adult_female_with_dependent","female","adult","N-N",740,120.904736121963,147.491459016376,185.925930651063,120.52402836477,630.002672929224,792.516521403957,105.850482594739,114.083511853959,1042.68382229699,1174.61552063906,921.779086175026,1027.12406162269,7.62401139724732,1.53778864761352,0.295119272727198,1.75649582404742,5.21073609799459,5.9518167275747,1.1422218695484,11.5955319854887,17.8314774503239,10.1517334719508,60.4212570922366,2.812295618,"low","medium"
1292,2005-10-10,2005,10,10,"Mindy","adult_female_with_dependent","female","adult","N-N",646,657.418214298062,NA,566.52758377389,NA,3645.21191772919,NA,365.944322610158,NA,5235.1020384113,NA,4577.68382411324,NA,6.96312290191248,0.861746102332718,0.155416913079449,1.54812508015711,5.54473824796786,9.96111072779902,1.79649791970789,12.5578873052409,10.8217104388249,6.99020420089484,69.6301980550394,8.202099738,"high","high"
1295,2005-10-11,2005,10,11,"Mindy","adult_female_with_dependent","female","adult","N-N",716,270.959706947266,657.418214298062,527.073978518163,566.52758377389,1526.33863549897,3645.21191772919,260.839870129719,365.944322610158,2585.21219109412,5235.1020384113,2314.25248414685,4577.68382411324,8.54094695561967,1.94521164957099,0.345319161986527,2.02068026738413,5.63308343035676,5.8516308673973,1.03879712412261,10.4811399188316,20.3880354708947,10.0896890022527,59.041135608021,8.202099738,"high","high"
1296,2005-10-12,2005,10,12,"Mindy","adult_female_with_dependent","female","adult","N-N",628,573.423768163606,270.959706947266,658.812138778028,527.073978518163,2373.78797893452,1526.33863549897,416.26404413793,260.839870129719,4022.28793001408,2585.21219109412,3448.86416185048,2314.25248414685,6.0145120473389,1.14890971626077,0.277536218324662,1.58267846588193,4.13967489791466,5.70260153948814,1.37754816020958,14.2561591348235,16.3790397465584,10.3489370075123,59.0158641111057,8.202099738,"high","high"
1298,2005-10-13,2005,10,13,"Mindy","adult_female_with_dependent","female","adult","N-N",632,74.8064613987322,573.423768163606,269.562336160585,658.812138778028,707.858025807315,2373.78797893452,145.888076251895,416.26404413793,1198.11489961853,4022.28793001408,1123.3084382198,3448.86416185048,15.0161953555369,3.6034632720263,0.380814127032251,1.84773384560332,9.46252519597607,4.85206223834978,0.512766110299301,6.24368008632145,22.4988718733414,12.1764679079064,59.0809801324307,8.202099738,"high","high"
1305,2005-10-16,2005,10,16,"Mindy","adult_female_with_dependent","female","adult","N-N",724,385.986064114737,NA,883.371974338694,NA,4041.50685143425,NA,345.358265416058,NA,5656.22315530374,NA,5270.237091189,NA,13.6539569201192,2.28861105740881,0.218574904561947,2.55784228379327,10.4706030273489,11.7023602911758,1.11763957248782,6.8240953992914,15.6177001876309,6.10581046633958,71.4523939467381,8.202099738,"high","high"
1306,2005-10-17,2005,10,17,"Mindy","adult_female_with_dependent","female","adult","N-N",642,520.509130318228,385.986064114737,1162.35355604634,883.371974338694,3544.62118047304,4041.50685143425,527.664922155354,345.358265416058,5755.14878899296,5656.22315530374,5234.63965867473,5270.237091189,10.0567681790219,2.23310887041636,0.327920388911974,2.20282514004999,6.80991163076416,6.71756076942602,0.986438757748199,9.0442341180428,20.1967594351236,9.16857133501992,61.5904351118137,8.202099738,"high","high"
1309,2005-10-18,2005,10,18,"Mindy","adult_female_with_dependent","female","adult","N-N",722,198.294330478276,520.509130318228,558.098377285024,1162.35355604634,2077.14671412241,3544.62118047304,214.167878178517,527.664922155354,3047.70730006423,5755.14878899296,2849.41296958595,5234.63965867473,14.369613910359,2.81449487707953,0.268685102256159,2.60589207882906,10.47506859683,9.69868465704755,0.925882686819124,6.50634430918275,18.3120727267104,7.02718001082333,68.1544029532835,8.202099738,"high","high"
1365,2005-12-02,2005,12,2,"Mindy","adult_female_with_dependent","female","adult","N-N",704,187.169581031253,NA,244.084523921642,NA,1786.44442498102,NA,401.745729545992,NA,2619.44425947991,NA,2432.27467844866,NA,12.9950319119564,1.30408222627204,0.136631467796282,0.607559722408198,9.544523288123,4.44670420516943,0.465890654874594,7.14539278146029,9.31817972603489,15.3370596870711,68.1993678054337,11.94225722,"high","high"
1367,2005-12-03,2005,12,3,"Mindy","adult_female_with_dependent","female","adult","N-N",722,254.550150662077,187.169581031253,588.188102670251,244.084523921642,2709.32860874885,1786.44442498102,607.272429679747,401.745729545992,4159.33929176092,2619.44425947991,3904.78914109885,2432.27467844866,15.3399600469401,2.31069634467075,0.217097365292235,0.968573697607908,10.6435945989502,4.46147145224038,0.419169615186248,6.11996600436771,14.1413830758017,14.6002138099835,65.1384371098471,11.94225722,"high","high"
1368,2005-12-04,2005,12,4,"Mindy","adult_female_with_dependent","female","adult","N-N",720,139.073014377711,254.550150662077,237.670052756321,588.188102670251,1493.50955174705,2709.32860874885,333.000908316367,607.272429679747,2203.25352719745,4159.33929176092,2064.18051281974,3904.78914109885,14.84242303984,1.70895880714017,0.159135274681239,0.713721935348365,10.7390320000601,4.4850014352758,0.417635540638179,6.31216574311411,10.7872312388234,15.1140531130771,67.7865499049854,11.94225722,"high","high"
1371,2005-12-05,2005,12,5,"Mindy","adult_female_with_dependent","female","adult","N-N",742,249.635061781815,139.073014377711,347.166162234974,237.670052756321,2712.7481728052,1493.50955174705,626.705279048406,333.000908316367,3936.25467587039,2203.25352719745,3686.61961408858,2064.18051281974,14.7680361395337,1.39069471955186,0.127975816448888,0.553954424577552,10.8668556149223,4.32858675919286,0.398329278733479,6.3419438613081,8.81970783961553,15.9213600402984,68.916988258778,11.94225722,"high","high"
1372,2005-12-06,2005,12,6,"Mindy","adult_female_with_dependent","female","adult","N-N",714,186.903868430574,249.635061781815,120.517707975426,347.166162234974,1715.78316687684,2712.7481728052,105.119597512268,626.705279048406,2128.32434079511,3936.25467587039,1941.42047236453,3686.61961408858,10.3872674689217,0.64481120154125,0.0702406401356642,1.14648182477451,9.18003025450578,16.3222006883788,1.77801164439164,8.78173804847573,5.66256306265815,4.93907791671436,80.6166209721518,11.94225722,"high","high"
1422,2006-01-08,2006,1,8,"Mindy","adult_female_with_dependent","female","adult","N-N",688,290.57844772593,NA,821.469538717502,NA,3332.02912901618,NA,443.716586060015,NA,4887.79370151962,NA,4597.21525379369,NA,15.8209092579699,2.82701468448996,0.246537322127208,1.85133836445409,11.4668832292714,7.50936348492842,0.654873982300558,5.94498183578388,16.8065509487871,9.07805470435593,68.1704125110731,11.22047244,"high","high"
1423,2006-01-09,2006,1,9,"Mindy","adult_female_with_dependent","female","adult","N-N",710,325.057034072489,290.57844772593,614.245479039014,821.469538717502,2706.95861896178,3332.02912901618,329.4051512013,443.716586060015,3975.66628327459,4887.79370151962,3650.6092492021,4597.21525379369,11.2306729790317,1.88965447491912,0.226913509034209,1.86471121292104,8.32764202960802,8.21771793516233,0.986800093705413,8.17616497239686,15.4501267277667,8.28553323469553,68.088175065141,11.22047244,"high","high"
1424,2006-01-10,2006,1,10,"Mindy","adult_female_with_dependent","female","adult","N-N",706,166.920763072774,325.057034072489,459.411378546844,614.245479039014,2015.9590255862,2706.95861896178,284.639874202627,329.4051512013,2926.93104140845,3975.66628327459,2760.01027833567,3650.6092492021,16.5348529896929,2.75227221640815,0.227887259967129,1.61400921017764,12.0773412994002,7.08248986981739,0.586427897849434,5.70292776670445,15.6960096444832,9.72485754449676,68.8762050443155,11.22047244,"high","high"
1425,2006-01-11,2006,1,11,"Mindy","adult_female_with_dependent","female","adult","N-N",692,297.365971524947,166.920763072774,1131.1693958277,459.411378546844,4144.36750732425,2015.9590255862,620.238656002397,284.639874202627,6193.14153067929,2926.93104140845,5895.77555915434,2760.01027833567,19.8266651995174,3.8039638161248,0.272941382208167,1.82376474745767,13.9369258899099,6.68189166737172,0.479437985116164,4.801536829925,18.2648723628253,10.014927850912,66.9186629563378,11.22047244,"high","high"
1449,2006-02-02,2006,2,2,"Mindy","adult_female_with_dependent","female","adult","N-N",734,97.3790349417764,NA,423.412057904628,NA,994.954544679093,NA,120.488922175622,NA,1636.23455970112,NA,1538.85552475934,NA,15.8027395288877,4.34808229674682,0.425559197823648,3.51411607191135,10.2173383138782,8.25764333113439,0.808199070781288,5.95141047256477,25.8772225164325,7.36379276805097,60.8075742429518,7.458563536,"high","high"
1451,2006-02-03,2006,2,3,"Mindy","adult_female_with_dependent","female","adult","N-N",772,54.3775105218299,97.3790349417764,33.3573095808976,423.412057904628,458.083427330928,994.954544679093,46.6649885064608,120.488922175622,592.483235940116,1636.23455970112,538.105725418286,1538.85552475934,9.89574035762933,0.613439439591598,0.072819289218249,0.714825196544926,8.42413385487792,9.81642644715332,1.16527427225877,9.17789858400754,5.6300849640021,7.87617027381638,77.315846178174,7.458563536,"high","high"
1452,2006-02-04,2006,2,4,"Mindy","adult_female_with_dependent","female","adult","N-N",806,68.3424249425867,54.3775105218299,66.6028551128684,33.3573095808976,665.18921926774,458.083427330928,42.0234350642961,46.6649885064608,842.157934387492,592.483235940116,773.815509444905,538.105725418286,11.3226229548479,0.974546267107441,0.100126179414313,1.58489792685833,9.73318139979016,15.8290063211157,1.6262931585203,8.11515538261748,7.90859438512673,4.9899708057563,78.9862794264995,7.458563536,"high","high"
1454,2006-02-05,2006,2,5,"Mindy","adult_female_with_dependent","female","adult","N-N",740,170.183050230868,68.3424249425867,624.452788736392,66.6028551128684,728.517308971502,665.18921926774,200.050329781562,42.0234350642961,1723.20347772032,842.157934387492,1553.02042748946,773.815509444905,9.12558815571028,3.66930071995577,0.857155734045599,3.12147842704505,4.28078652946463,3.64167012254857,0.850701173133249,9.87596952021058,36.2379020707699,11.6092111214988,42.2769172875207,7.458563536,"high","high"
1458,2006-02-06,2006,2,6,"Mindy","adult_female_with_dependent","female","adult","N-N",694,49.372381041136,170.183050230868,24.1259013786113,624.452788736392,189.641738067118,728.517308971502,22.04667462782,200.050329781562,285.186695114686,1723.20347772032,235.81431407355,1553.02042748946,4.77623945009001,0.488651769873325,0.127218309769301,1.09431022074266,3.84104906565298,8.60182958512098,2.23944798363534,17.3123016911014,8.45968686193766,7.73061121205325,66.4974002349077,7.458563536,"high","high"
1503,2006-03-07,2006,3,7,"Mindy","adult_female_with_dependent","female","adult","N-N",772,129.135790751567,NA,360.162183092278,NA,1143.85170383533,NA,148.33982550901,NA,1781.48950318818,NA,1652.35371243661,NA,12.7954744600235,2.78901907051595,0.314867899295561,2.42795339590313,8.85774344337955,7.71102230914955,0.870540263266816,7.24875395114389,20.2169130072182,8.32673025822148,64.2076027834164,3.970452447,"low","medium"
1499,2006-03-08,2006,3,8,"Mindy","adult_female_with_dependent","female","adult","N-N",768,152.496296625378,129.135790751567,276.686533557095,360.162183092278,921.96635501384,1143.85170383533,107.977456198312,148.33982550901,1459.12664139462,1781.48950318818,1306.63034476925,1652.35371243661,8.56827591019548,1.81438198618556,0.300104805400347,2.5624472301786,6.04582783592931,8.53850782815769,1.41229754797429,10.4512036377886,18.9624756143606,7.40014287554285,63.1861778723079,3.970452447,"low","medium"
1506,2006-03-09,2006,3,9,"Mindy","adult_female_with_dependent","female","adult","N-N",754,146.390113791855,152.496296625378,829.669533124934,276.686533557095,2227.33755669779,921.96635501384,274.103459549728,107.977456198312,3477.50066316431,1459.12664139462,3331.11054937245,1306.63034476925,22.755023977294,5.66752434050706,0.372493846130349,3.02684809045402,15.2150818043952,8.12590092936679,0.534068829457062,4.20963582674485,23.858213512747,7.88219718987232,64.0499534706358,3.970452447,"low","medium"
1508,2006-03-10,2006,3,10,"Mindy","adult_female_with_dependent","female","adult","N-N",748,139.169886059247,146.390113791855,443.648292705001,829.669533124934,1394.80238869356,2227.33755669779,183.423706745005,274.103459549728,2161.04427420281,3477.50066316431,2021.87438814356,3331.11054937245,14.528102633373,3.18781817868365,0.31807250711733,2.41870748649605,10.0223002848459,7.60426453834894,0.758734454389369,6.43993682686513,20.529347686255,8.48773479260014,64.5429806942797,3.970452447,"low","medium"
1510,2006-03-11,2006,3,11,"Mindy","adult_female_with_dependent","female","adult","N-N",778,252.553828722641,139.169886059247,1123.27891664876,443.648292705001,3511.28211677885,1394.80238869356,384.005764657821,183.423706745005,5271.12062680807,2161.04427420281,5018.56679808542,2021.87438814356,19.8712758522339,4.44768120257784,0.319905629707481,2.92516159920069,13.9031038829944,9.14382657746732,0.65768238908519,4.7912739359102,21.3100590211489,7.28508778009804,66.6135792628428,3.970452447,"low","medium"
1515,2006-03-16,2006,3,16,"Mindy","adult_female_with_dependent","female","adult","N-N",624,167.587416237827,NA,588.671454015407,NA,1636.45553674995,NA,224.227087647937,NA,2616.94149465112,NA,2449.35407841329,NA,14.6153818311594,3.51262324600798,0.359723463788407,2.625336038524,9.76478767610817,7.29820626899181,0.747400405525312,6.40394202852325,22.4946356354782,8.56828813736357,62.5331341986349,3.970452447,"low","medium"
1654,2006-05-31,2006,5,31,"Mindy","adult_female_with_dependent","female","adult","N-N",744,228.221292412863,NA,96.2412770682747,NA,1909.70695914774,NA,226.205416356368,NA,2460.37494498525,NA,2232.15365257238,NA,9.7806546837633,0.421701568906067,0.0503958351344255,0.425459649103427,8.36778610337983,8.44235734894676,1.00891170551513,9.27587451164813,3.91165083453782,9.19394081854967,77.6185338352644,5.30104712,"high","medium"
1655,2006-06-01,2006,6,1,"Mindy","adult_female_with_dependent","female","adult","N-N",726,281.481195055723,228.221292412863,243.304296033112,96.2412770682747,2268.09487370913,1909.70695914774,186.224157703208,226.205416356368,2979.10452250117,2460.37494498525,2697.62332744545,2232.15365257238,9.58367157319841,0.864371404935049,0.107272539104691,1.30651307023697,8.05771367163667,12.1793804932863,1.51151815386019,9.4485169261332,8.16702784999435,6.2510112114784,76.1334440123941,3.618421053,"low","medium"
